Lake,Date,Time,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
Iowa Lake,6/10/2019,15:53,6.5,14.15,6.81,4.59,0.47,285.57,3.29,185.69
Iowa Lake,6/10/2019,15:53,7,14.06,6.8,4.18,0.43,288.15,3.54,187.17
Lake Keomah,6/18/2019,8:20,0,21.75,8.5,113.43,9.98,172.77,10.72,112.27
Lake Keomah,6/18/2019,8:20,0.5,22.52,8.98,135.57,11.73,267.87,9.46,174
Lake Keomah,6/18/2019,8:20,1,22.38,8.93,130.76,11.34,268.98,4.83,174.8
Lake Keomah,6/18/2019,8:20,1.5,22.1,8.75,117.01,10.2,271.31,2.45,176.43
Lake Keomah,6/18/2019,8:20,2,21.67,8.67,99.57,8.75,275.06,2.29,178.82
Lake Keomah,6/18/2019,8:20,2.5,21.25,8.41,83.14,7.37,279.26,2.46,181.44
Lake Keomah,6/18/2019,8:20,3,19.63,7.97,55.33,5.04,289.34,2.71,188
Lake Keomah,6/18/2019,8:20,3.5,17.81,7.63,25.39,2.4,295.13,3.68,191.88
Lake Keomah,6/18/2019,8:20,4,15.86,7.47,14.77,1.46,302.48,5.44,196.56
Lake Keomah,6/18/2019,8:20,4.5,15.43,7.31,9.02,0.9,308.43,6.97,200.4
Lake Keomah,6/18/2019,8:20,5,14.96,7.12,6.94,0.7,324.89,7.79,211.18
Lake Keomah,6/18/2019,8:20,5.5,14.72,7.03,5.5,0.56,339.75,8.01,221
Lake Manawa,6/10/2019,11:05,0,23.22,8.37,102.21,8.79,373.03,5.02,242.56
Lake Manawa,6/10/2019,11:05,0.5,23.5,8.32,97.62,8.29,452.25,3.38,294
Lake Manawa,6/10/2019,11:05,1,23.42,8.3,94.16,8,452.88,3.53,294.31
Lake Manawa,6/10/2019,11:05,1.5,23.29,8.28,91.39,7.79,453.35,3.91,295
Lake Manawa,6/10/2019,11:05,2,23.04,8.27,88.89,7.61,452.84,4.58,294.42
Lake Manawa,6/10/2019,11:05,2.5,22.94,8.26,87.3,7.49,451.9,5.91,294
Lake MacBride,6/17/2019,15:50,0,24.57,7.87,99.27,8.25,254.8,8.4,165.8
Lake MacBride,6/17/2019,15:50,0.5,23.46,8.24,105.17,8.93,358.1,4.08,232.6
Lake MacBride,6/17/2019,15:50,1,23.33,8.24,107.43,9.15,356.16,2.54,231.43
Lake MacBride,6/17/2019,15:50,1.5,23.07,8.24,107.7,9.21,356.04,2.15,231.38
Lake MacBride,6/17/2019,15:50,2,22.64,8.23,106.69,9.2,356.51,2.14,232
Lake MacBride,6/17/2019,15:50,2.5,22.27,8.23,105.3,9.15,357.08,1.79,232
Lake MacBride,6/17/2019,15:50,3,21.97,8.21,103.37,9.03,357.7,1.32,232.73
Lake MacBride,6/17/2019,15:50,3.5,21.85,8.17,97.87,8.57,357.78,0.83,233
Lake MacBride,6/17/2019,15:50,4,20.21,7.86,72.9,6.57,366.65,0.2,238.27
Lake MacBride,6/17/2019,15:50,4.5,18.95,7.62,37.85,3.51,364.95,0.39,237.27
Lake MacBride,6/17/2019,15:50,5,16.87,7.48,23.63,2.28,372.66,0.73,242.22
Lake MacBride,6/17/2019,15:50,5.5,15.6,7.44,19.93,1.98,373.91,0.53,243
Lake MacBride,6/17/2019,15:50,6,14.87,7.39,17.32,1.75,372.72,0.09,242.33
Lake MacBride,6/17/2019,15:50,6.5,14.11,7.34,14.57,1.5,376.47,-0.09,244.8
Lake MacBride,6/17/2019,15:50,7,13.52,7.29,7.87,0.82,378.83,0,246
Lake MacBride,6/17/2019,15:50,7.5,13.1,7.26,5.61,0.59,379.38,0.17,246.63
Lake MacBride,6/17/2019,15:50,8,12.75,7.23,3.82,0.4,380.78,0.32,247.5
Lake MacBride,6/17/2019,15:50,8.5,12.46,7.2,2.56,0.27,382.31,0.51,248.5
Lake MacBride,6/17/2019,15:50,9,12.16,7.17,1.86,0.2,383.9,0.74,249.5
Lake MacBride,6/17/2019,15:50,9.5,11.64,7.16,1.38,0.15,385.92,0.98,250.78
Lake MacBride,6/17/2019,15:50,10,10.87,7.13,0.95,0.1,390.05,1.34,253.54
Lake MacBride,6/17/2019,15:50,10.5,10.3,7.1,0.66,0.07,393.77,1.79,256
Lake MacBride,6/17/2019,15:50,11,9.91,7.08,0.42,0.05,397.59,2.68,258.44
Lake MacBride,6/17/2019,15:50,11.5,9.52,7.05,0.23,0.03,401.51,3.47,261
Lake MacBride,6/17/2019,15:50,12,9.23,7.02,0.04,0.01,405.29,4.11,263.42
Lake MacBride,6/17/2019,15:50,12.5,9.01,6.98,-0.11,-0.01,410.76,3.58,267
Lake MacBride,6/17/2019,15:50,13,8.47,6.79,-0.33,-0.04,433.89,5.38,282.09
Lake Meyer,6/25/2019,13:23,0,23.02,7.77,99.15,8.49,349.2,4.64,226.85
Lake Meyer,6/25/2019,13:23,0.5,22.2,7.88,102.94,8.95,507.95,0.56,330.18
Lake Meyer,6/25/2019,13:23,1,21.31,7.83,103.99,9.2,507.76,0.74,330.14
Lake Meyer,6/25/2019,13:23,1.5,20.78,7.79,105.68,9.45,505.16,0.77,328.31
Lake Meyer,6/25/2019,13:23,2,20.44,7.59,97.85,8.8,509.85,0.8,331.31
Lake Meyer,6/25/2019,13:23,2.5,19.77,7.51,84.66,7.72,524.26,0.78,340.69
Lake Meyer,6/25/2019,13:23,3,19.15,7.41,74.94,6.92,538.24,0.82,349.91
Lake Meyer,6/25/2019,13:23,3.5,17.91,7.28,66.38,6.28,559.14,0.82,363.53
Lake Meyer,6/25/2019,13:23,4,16.81,7.27,61.31,5.93,570.31,0.79,370.71
Lake Meyer,6/25/2019,13:23,4.5,16.03,7.27,58.42,5.75,576.46,0.71,374.69
Lake Meyer,6/25/2019,13:23,5,15.3,7.27,50.57,5.05,581.67,0.79,378
Lake Meyer,6/25/2019,13:23,5.5,13.99,7.24,27.32,2.81,593.79,1.23,386
Lake Meyer,6/25/2019,13:23,6,12.99,7.2,15.88,1.67,608.48,1.74,395.47
Lake Meyer,6/25/2019,13:23,6.5,12.32,7.2,12.47,1.33,624.34,2.32,405.89
Lake Meyer,6/25/2019,13:23,7,11.6,7.15,10.31,1.12,655.67,4.26,426.33
Lake Miami,6/4/2019,11:25,0,21.83,7.63,95.74,8.4,191.6,54.8,125
Lake Miami,6/4/2019,11:25,0.5,21.79,7.62,95.66,8.39,191.6,54.43,125
Lake Miami,6/4/2019,11:25,1,21.78,7.59,95.5,8.38,191.59,54.33,125
Lake Miami,6/4/2019,11:25,1.5,21.71,7.57,95.15,8.36,191.75,54.18,125
Lake Miami,6/4/2019,11:25,2,21.57,7.55,94.08,8.29,191.88,55.39,125
Lake Miami,6/4/2019,11:25,2.5,21.43,7.51,91.87,8.12,191.42,55.1,124.22
Lake Miami,6/4/2019,11:25,3,21.21,7.47,89.24,7.91,191.76,61.3,124.47
Lake Miami,6/4/2019,11:25,3.5,17.72,7.31,56.8,5.38,191.35,93.59,124.43
Lake Miami,6/4/2019,11:25,4,16.69,7.09,28.26,2.75,182.32,108.59,118.53
Lake Miami,6/4/2019,11:25,4.5,16.41,7.02,17.67,1.73,188.83,112.85,122.8
Lake Miami,6/4/2019,11:25,5,16.03,6.96,10.59,1.04,200.53,103.95,130.33
Lake Miami,6/4/2019,11:25,5.5,15.72,6.93,9.05,0.9,214,98.86,139.5
Minnewashta Lake,5/29/2019,15:21,0,16,8.19,95.73,9.44,408.12,3.95,265
Minnewashta Lake,5/29/2019,15:21,0.5,16,8.17,95.45,9.41,407.95,3.53,265
Minnewashta Lake,5/29/2019,15:21,1,15.99,8.16,95.44,9.41,407.96,3.61,265
Minnewashta Lake,5/29/2019,15:21,1.5,15.98,8.15,95.01,9.37,408.02,3.66,265
Minnewashta Lake,5/29/2019,15:21,2,15.99,8.15,94.96,9.37,408.02,3.47,265
Minnewashta Lake,5/29/2019,15:21,2.5,15.99,8.16,95.02,9.37,407.98,3.65,265
Minnewashta Lake,5/29/2019,15:21,3,15.96,8.16,94.96,9.37,408.08,3.58,265
Minnewashta Lake,5/29/2019,15:21,3.5,15.94,8.15,94.52,9.33,408.22,3.96,265
Minnewashta Lake,5/29/2019,15:21,4,15.9,8.14,93.27,9.22,408.46,5.16,265.38
Minnewashta Lake,5/29/2019,15:21,4.5,15.8,8.13,91.1,9.02,408.61,7.08,265.73
Minnewashta Lake,5/29/2019,15:21,5,15.72,8.11,89.14,8.84,408.99,12.89,266
Lake of the Hills,6/17/2019,14:05,0,21.72,8.3,103.4,9.08,347.17,11,225.86
Lake of the Hills,6/17/2019,14:05,0.5,21.71,8.28,103.99,9.14,347.12,18.14,226
Lake of the Hills,6/17/2019,14:05,1,21.63,8.26,102.69,9.03,346.88,18.66,225.14
Lake of the Hills,6/17/2019,14:05,1.5,21.44,8.2,93.04,8.22,347.33,19.1,226
Lake of the Hills,6/17/2019,14:05,2,21.29,8.1,86.01,7.62,348.39,17.37,226.44
Lake of the Hills,6/17/2019,14:05,2.5,21.23,7.98,77.76,6.9,351.97,16.05,228.71
Lake of the Hills,6/17/2019,14:05,3,21.1,7.71,57.15,5.08,359.14,17.52,233.4
Lake of the Hills,6/17/2019,14:05,3.5,20.97,7.52,32.03,2.85,360.59,15.67,234.29
Lake of the Hills,6/17/2019,14:05,4,20.21,7.39,16.07,1.45,366.83,10.45,238.38
Lake of the Hills,6/17/2019,14:05,4.5,17.02,7.24,10.39,1,413.24,3.91,268.56
Lake of the Hills,6/17/2019,14:05,5,14.93,7,7.35,0.74,456.86,4.07,296.87
Lake of the Hills,6/17/2019,14:05,5.5,14.42,6.91,6.45,0.66,469.9,4.96,305.5
Lake of Three Fires,6/10/2019,11:50,0,22.83,9.1,142.88,12.29,162.65,19.87,106
Lake of Three Fires,6/10/2019,11:50,0.5,22.83,9.11,150.53,12.95,162.6,20.92,106
Lake of Three Fires,6/10/2019,11:50,1,22.72,9.1,153.11,13.2,162.88,20.33,106
Lake of Three Fires,6/10/2019,11:50,1.5,22.55,9.07,149.01,12.89,162.81,22.73,106
Lake of Three Fires,6/10/2019,11:50,2,20.67,8.75,120.07,10.66,167.2,20.73,108.77
Lake of Three Fires,6/10/2019,11:50,2.5,17.04,7.67,34.89,3.36,171.29,24.23,111.36
Lake of Three Fires,6/10/2019,11:50,3,16.09,7.29,25.27,2.49,174.33,22.82,113.33
Lake of Three Fires,6/10/2019,11:50,3.5,15.7,7.14,18.33,1.82,180.11,22.04,117.07
Lake of Three Fires,6/10/2019,11:50,4,15.33,7.04,10.48,1.05,192.14,19.24,124.9
Lake of Three Fires,6/10/2019,11:50,4.5,14.87,6.98,6.03,0.61,209.52,17.16,136.2
Lake of Three Fires,6/10/2019,11:50,5,14.52,6.96,4.46,0.45,220.84,15.25,143.56
Lake of Three Fires,6/10/2019,11:50,5.5,14.2,6.95,3.74,0.38,230.2,12.82,149.63
Lake of Three Fires,6/10/2019,11:50,6,13.72,6.93,3.23,0.33,243.41,10.51,158.23
Lake of Three Fires,6/10/2019,11:50,6.5,13.48,6.91,3.03,0.32,251.77,9.75,163.67
Orient Lake,6/11/2019,10:26,0,20.89,8.25,100.05,8.96,191.46,12.53,124.33
Orient Lake,6/11/2019,10:26,0.5,21.5,8.45,101.48,8.95,267.22,9.86,173.92
Orient Lake,6/11/2019,10:26,1,21.5,8.48,101.33,8.94,267.71,9.76,174
Orient Lake,6/11/2019,10:26,1.5,21.44,8.48,99.54,8.79,268.05,9.44,174
Orient Lake,6/11/2019,10:26,2,21.32,8.43,93.45,8.27,268.67,9.51,174.59
Orient Lake,6/11/2019,10:26,2.5,21.09,8.17,72.9,6.48,272.26,12,176.96
Lake Pahoja,5/28/2019,14:12,0,15.22,7.91,89.72,9.01,526.07,158.88,342
Lake Pahoja,5/28/2019,14:12,0.5,15.5,7.98,80.47,8.01,647.72,165.14,420.78
Lake Pahoja,5/28/2019,14:12,1,15.5,7.94,78.44,7.81,648.58,165.71,421.61
Lake Pahoja,5/28/2019,14:12,1.5,15.5,7.94,78.04,7.77,649.01,166.23,421.86
Lake Pahoja,5/28/2019,14:12,2,15.5,7.94,77.76,7.74,647.77,165.57,421
Lake Pahoja,5/28/2019,14:12,2.5,15.5,7.94,77.65,7.73,648.43,165.42,421.24
Lake Pahoja,5/28/2019,14:12,3,15.5,7.94,77.6,7.72,649.04,165.29,422
Lake Pahoja,5/28/2019,14:12,3.5,15.5,7.94,77.63,7.73,649.59,162.43,422.33
Lake Pahoja,5/28/2019,14:12,4,15.5,7.95,77.77,7.74,651.56,159.67,423.62
Lake Pahoja,5/28/2019,14:12,4.5,15.5,7.95,77.85,7.75,653.01,156.6,424.49
Lake Pahoja,5/28/2019,14:12,5,14.96,7.92,73.69,7.42,670.86,116.9,436.06
Lake Pahoja,5/28/2019,14:12,5.5,13.96,7.84,61.47,6.33,709.73,82.03,461.28
Lake Pahoja,5/28/2019,14:12,6,13.37,7.84,57.98,6.04,740.73,67.44,481.48
Lake Pahoja,5/28/2019,14:12,6.5,12.97,7.82,49.14,5.17,755.41,64.95,491.03
Lake Pahoja,5/28/2019,14:12,7,12.73,7.72,35.93,3.8,749.15,70.07,487
Lake Pahoja,5/28/2019,14:12,7.5,12.6,7.65,23.71,2.51,743.96,88.58,483.66
Lake Pahoja,5/28/2019,14:12,8,12.42,7.56,10.01,1.07,740.38,115.46,481.29
Lake Smith,5/30/2019,7:36,0,15.94,8.06,104.95,10.35,518.36,9.33,337
Lake Smith,5/30/2019,7:36,0.5,15.94,8.04,109.04,10.76,518.06,9.58,336.88
Lake Smith,5/30/2019,7:36,1,15.94,8.02,109.99,10.86,517.44,9.94,336
Lake Smith,5/30/2019,7:36,1.5,15.89,8.01,110.06,10.87,517.6,9.75,336
Lake Smith,5/30/2019,7:36,2,15.6,7.84,102.24,10.15,525.18,10.62,341.5
Lake Smith,5/30/2019,7:36,2.5,14.55,7.53,75.46,7.66,560.26,12.68,364.13
Lake Smith,5/30/2019,7:36,3,13.77,7.4,58.83,6.08,589.56,13.43,383.3
Lake Sugema,6/3/2019,16:07,0,23.11,8.47,126.58,10.83,161.7,13.44,105
Lake Sugema,6/3/2019,16:07,0.5,22.61,7.98,105.66,9.12,162.67,13.71,105.73
Lake Sugema,6/3/2019,16:07,1,21.33,7.52,65.3,5.77,165.68,15.17,107.73
Lake Sugema,6/3/2019,16:07,1.5,20.14,7.31,46.65,4.22,157.66,30.81,102.4
Lake Sugema,6/3/2019,16:07,2,19.19,7.16,32.8,3.03,140.27,54.79,91.21
Lake Sugema,6/3/2019,16:07,2.5,18.69,7.01,27.41,2.56,127.14,50.88,82.53
Lake Sugema,6/3/2019,16:07,3,18.34,6.92,25.63,2.41,136.35,29.09,88.59
Lake Sugema,6/3/2019,16:07,3.5,17.99,6.87,26.32,2.49,152.64,14.82,99.17
Lake Sugema,6/3/2019,16:07,4,17.53,6.89,28.37,2.71,165.31,8.87,107.5
Lake Sugema,6/3/2019,16:07,4.5,17,6.92,31.03,3,171.64,5.81,111.56
Lake Sugema,6/3/2019,16:07,5,16.54,6.94,31.21,3.04,173.37,5.04,112.69
Lake Sugema,6/3/2019,16:07,5.5,16.09,6.94,29.08,2.86,174.07,4.61,113
Lake Sugema,6/3/2019,16:07,6,15.79,6.94,25.25,2.5,174.52,4.5,113.25
Lake Sugema,6/3/2019,16:07,6.5,15.5,6.92,18,1.79,175.41,4.52,114
Lake Sugema,6/3/2019,16:07,7,15.3,6.9,13.25,1.33,176.53,4.37,114.75
Lake Sugema,6/3/2019,16:07,7.5,15.03,6.88,8.26,0.83,179.06,3.95,116.38
Lake Sugema,6/3/2019,16:07,8,14.7,6.85,6.16,0.62,182.85,3.92,118.83
Lake Wapello,6/4/2019,7:31,0,22.02,7.85,103.93,9.08,171.2,25.55,111.14
Lake Wapello,6/4/2019,7:31,0.5,22.08,7.86,104.62,9.13,172.68,25.46,112
Lake Wapello,6/4/2019,7:31,1,22.13,7.87,104.77,9.13,172.99,25.79,112.27
Lake Wapello,6/4/2019,7:31,1.5,22.07,7.85,103.87,9.06,173.19,26.35,113
Lake Wapello,6/4/2019,7:31,2,21.96,7.79,99.81,8.73,173.21,28.2,113
Lake Wapello,6/4/2019,7:31,2.5,19.86,7.52,68.41,6.22,175.89,34.99,114.36
Lake Wapello,6/4/2019,7:31,3,18.81,7.33,47.06,4.37,171.22,41.52,111.31
Lake Wapello,6/4/2019,7:31,3.5,17.83,7.21,39.6,3.76,166.71,43.51,108.29
Lake Wapello,6/4/2019,7:31,4,17.05,7.13,35.21,3.4,169.54,36.86,110.29
Lake Wapello,6/4/2019,7:31,4.5,16.03,7.09,29.31,2.88,178.23,26.53,115.83
Lake Wapello,6/4/2019,7:31,5,15.33,7.05,25.88,2.59,190.09,22.83,123.64
Lake Wapello,6/4/2019,7:31,5.5,14.87,7.02,22.31,2.25,197.85,17.84,128.54
Lake Wapello,6/4/2019,7:31,6,14.56,7,15.67,1.59,202.43,16.22,131.58
Lake Wapello,6/4/2019,7:31,6.5,14.07,6.97,11.52,1.19,207.47,15.9,134.88
Lake Wapello,6/4/2019,7:31,7,13.67,6.96,7.59,0.79,211.43,14.51,137.4
Lake Wapello,6/4/2019,7:31,7.5,13.45,6.96,5.75,0.6,213.91,14.14,139.07
Lake Wapello,6/4/2019,7:31,8,13.23,6.95,4.91,0.51,216.42,13.34,140.67
Lake Wapello,6/4/2019,7:31,8.5,12.89,6.94,4.27,0.45,220.88,12.04,143.55
Little River Watershed Lake,6/3/2019,11:10,0,20.98,8.39,103.57,9.23,215.31,12.44,140.12
Little River Watershed Lake,6/3/2019,11:10,0.5,20.86,8.45,107.42,9.6,217.09,12.86,141.03
Little River Watershed Lake,6/3/2019,11:10,1,19.75,8.06,86.78,7.92,219.18,15.35,142.5
Little River Watershed Lake,6/3/2019,11:10,1.5,18.87,7.81,68.67,6.38,216.14,18.28,140.46
Little River Watershed Lake,6/3/2019,11:10,2,18.4,7.66,61.22,5.74,211.36,23.11,137.34
Little River Watershed Lake,6/3/2019,11:10,2.5,17.95,7.53,53.35,5.05,206.44,27.9,134.22
Little River Watershed Lake,6/3/2019,11:10,3,17.66,7.44,48.84,4.65,204.25,31.06,132.65
Little River Watershed Lake,6/3/2019,11:10,3.5,17.42,7.37,44.25,4.24,208.55,27.12,135.58
Little River Watershed Lake,6/3/2019,11:10,4,17.22,7.35,44.47,4.27,216.05,22.38,140.5
Little River Watershed Lake,6/3/2019,11:10,4.5,17,7.36,43.61,4.21,217.8,25.88,141.5
Little River Watershed Lake,6/3/2019,11:10,5,16.79,7.31,40.36,3.92,209.52,33.22,136.21
Little River Watershed Lake,6/3/2019,11:10,5.5,16.57,7.28,38.45,3.75,210.53,30.79,137.04
Little River Watershed Lake,6/3/2019,11:10,6,16.41,7.28,38.86,3.8,221.18,20.97,143.68
Little River Watershed Lake,6/3/2019,11:10,6.5,16.02,7.31,38.94,3.84,228.28,17.42,148.44
Little River Watershed Lake,6/3/2019,11:10,7,15.64,7.33,39.14,3.89,235.42,13.86,153
Little River Watershed Lake,6/3/2019,11:10,7.5,15.24,7.32,35.5,3.55,238.92,13.83,155.38
Little River Watershed Lake,6/3/2019,11:10,8,14.86,7.28,26.58,2.69,242.5,14.4,157.59
Little River Watershed Lake,6/3/2019,11:10,8.5,14.68,7.24,17.63,1.79,245.65,13.86,159.73
Little River Watershed Lake,6/3/2019,11:10,9,14.57,7.2,12.21,1.24,247.9,13.9,161.08
Little River Watershed Lake,6/3/2019,11:10,9.5,14.45,7.18,7.46,0.76,251.57,13.94,163.74
Little River Watershed Lake,6/3/2019,11:10,10,14.44,7.18,5.22,0.53,251.69,13.95,164
Little Sioux Park Lake,5/20/2019,7:50,0,16.58,7.78,102.88,10.04,438.64,9.46,285.05
Little Sioux Park Lake,5/20/2019,7:50,0.5,17.07,7.95,105.13,10.13,517.65,0.99,336.71
Little Sioux Park Lake,5/20/2019,7:50,1,17.11,7.96,105.68,10.17,518.04,0.79,337
Little Sioux Park Lake,5/20/2019,7:50,1.5,17.11,7.97,105.94,10.2,518,0.64,337
Little Sioux Park Lake,5/20/2019,7:50,2,17.1,7.97,105.78,10.19,518.07,0.56,337
Little Sioux Park Lake,5/20/2019,7:50,2.5,17.04,7.97,105.09,10.13,518.6,0.61,337.13
Little Sioux Park Lake,5/20/2019,7:50,3,16.28,7.89,118.08,11.57,527.25,0.86,342.7
Little Sioux Park Lake,5/20/2019,7:50,3.5,15.28,7.82,129.95,13,536.58,1,348.85
Little Sioux Park Lake,5/20/2019,7:50,4,14.21,7.77,114.13,11.68,546.85,1.01,355.5
Little Sioux Park Lake,5/20/2019,7:50,4.5,13.49,7.52,96.9,10.08,563.08,2.31,366
Little Sioux Park Lake,5/20/2019,7:50,5,12.81,7.28,77.26,8.16,599.75,2.83,389.78
Little Sioux Park Lake,5/20/2019,7:50,5.5,11.91,7.11,57.92,6.24,643.44,3.19,418.22
Little Sioux Park Lake,5/20/2019,7:50,6,11.01,7.03,35.74,3.93,670.69,2.76,435.96
Little Sioux Park Lake,5/20/2019,7:50,6.5,10.57,6.98,22.63,2.51,684.07,4.46,444.71
Little Spirit Lake,5/28/2019,11:29,0,16.44,8.36,94.72,9.26,375.29,6.31,243.98
Little Spirit Lake,5/28/2019,11:29,0.5,16.41,8.35,94.48,9.24,364.93,6.9,237.18
Little Spirit Lake,5/28/2019,11:29,1,16.44,8.34,94.37,9.22,363.19,6.93,236
Little Spirit Lake,5/28/2019,11:29,1.5,16.44,8.33,94.72,9.25,370.99,6.3,241.17
Little Spirit Lake,5/28/2019,11:29,2,16.44,8.33,94.76,9.26,371.35,5.72,241.4
Little Spirit Lake,5/28/2019,11:29,2.5,16.42,8.33,94.26,9.21,378.35,6.21,245.93
Little Spirit Lake,5/28/2019,11:29,3,16.39,8.32,93.91,9.18,402.88,6.75,261.83
Little Wall Lake,6/26/2019,14:40,0,25.16,8.44,116.14,9.54,280.99,7.64,182.57
Little Wall Lake,6/26/2019,14:40,0.5,23.54,8.5,116.48,9.87,393.35,8.69,255.75
Little Wall Lake,6/26/2019,14:40,1,23.21,8.47,113.87,9.71,393.44,9.62,256
Little Wall Lake,6/26/2019,14:40,1.5,22.86,8.45,109.41,9.4,393.65,10.11,256
Little Wall Lake,6/26/2019,14:40,2,22.66,8.41,102.68,8.85,393.86,10.35,256
Little Wall Lake,6/26/2019,14:40,2.5,22.43,8.29,95.83,8.3,394.98,10.88,256.75
Little Wall Lake,6/26/2019,14:40,3,22.21,8.17,85.87,7.47,397.09,12.72,258.1
Little Wall Lake,6/26/2019,14:40,3.5,21.97,7.92,70.51,6.16,400.29,15.46,260.13
Littlefield Lake,6/11/2019,14:23,0,22.17,8.81,118.47,10.32,295.9,8.73,192.14
Littlefield Lake,6/11/2019,14:23,0.5,22.27,8.81,126.63,11.01,295.92,8.35,192.04
Littlefield Lake,6/11/2019,14:23,1,22.33,8.8,127.87,11.1,296.79,7.81,193
Littlefield Lake,6/11/2019,14:23,1.5,22.31,8.8,127.88,11.11,297.18,6.29,193
Littlefield Lake,6/11/2019,14:23,2,22.27,8.79,126.05,10.96,297.93,7.44,193.82
Littlefield Lake,6/11/2019,14:23,2.5,21.57,8.48,105.18,9.24,304.47,7.16,197.83
Littlefield Lake,6/11/2019,14:23,3,18.49,7.98,53.81,5.01,334.9,4.96,217.64
Littlefield Lake,6/11/2019,14:23,3.5,16.44,7.66,22.02,2.15,358.67,8.48,233.08
Littlefield Lake,6/11/2019,14:23,4,15.78,7.48,14.63,1.45,368.53,12.15,239.67
Lost Island Lake,5/30/2019,13:31,0,17.37,8.24,93.26,8.93,439.11,10.14,285.29
Lost Island Lake,5/30/2019,13:31,0.5,17.11,8.23,93.12,8.97,438.06,3.3,285
Lost Island Lake,5/30/2019,13:31,1,16.76,8.22,92.93,9.02,437.69,3.76,284.6
Lost Island Lake,5/30/2019,13:31,1.5,16.67,8.21,92.84,9.02,437.35,3.81,284
Lost Island Lake,5/30/2019,13:31,2,16.62,8.19,92.37,8.99,437.19,3.89,284
Lost Island Lake,5/30/2019,13:31,2.5,16.52,8.18,91.88,8.96,437,4.53,284
Lost Island Lake,5/30/2019,13:31,3,16.44,8.18,91.44,8.93,437.07,5.04,284
Lost Island Lake,5/30/2019,13:31,3.5,16.28,8.15,89.03,8.72,437.83,5.98,284.74
Lost Island Lake,5/30/2019,13:31,4,16.22,8.11,84.47,8.29,438.1,11.16,285
Lower Gar Lake,5/29/2019,15:50,0,16.55,8.56,135.42,13.2,383.88,1.59,249.5
Lower Gar Lake,5/29/2019,15:50,0.5,16.5,8.54,138.49,13.51,384.71,1.36,250
Lower Gar Lake,5/29/2019,15:50,1,16.11,8.38,124.5,12.24,393.33,1.12,255.73
Lower Gar Lake,5/29/2019,15:50,1.5,15.67,8.04,88.41,8.77,405.49,1.09,263.57
Lower Gar Lake,5/29/2019,15:50,2,15.44,7.68,49.37,4.92,412.3,5.21,268
Lower Pine Lake,6/26/2019,13:02,0,23.87,8.35,145.46,12.26,334.68,7.64,217.63
Lower Pine Lake,6/26/2019,13:02,0.5,23.17,8.38,153.93,13.14,443.39,3.52,288
Lower Pine Lake,6/26/2019,13:02,1,22.99,8.39,159.02,13.63,444.1,2.26,288.56
Lower Pine Lake,6/26/2019,13:02,1.5,22.71,8.34,155.36,13.38,447.35,2.88,290.75
Lower Pine Lake,6/26/2019,13:02,2,22.03,8.03,136.58,11.91,455.88,3.12,296.31
Lower Pine Lake,6/26/2019,13:02,2.5,20.26,7.57,80.23,7.24,470.29,2.68,305.67
Lower Pine Lake,6/26/2019,13:02,3,19.76,7.41,35.58,3.24,470.78,2.71,306
Lower Pine Lake,6/26/2019,13:02,3.5,19.15,7.33,16.54,1.53,474.35,3.86,308.38
Lower Pine Lake,6/26/2019,13:02,4,16.78,7,9.57,0.92,532.72,9.3,346.15
Lower Pine Lake,6/26/2019,13:02,4.5,15.11,6.87,7.4,0.74,629.03,14.33,409
Manteno Park Pond,5/22/2019,16:00,0,16.2,7.85,95.5,9.38,250.8,46.31,162.9
Manteno Park Pond,5/22/2019,16:00,0.5,15.76,8.46,101.05,10.01,417.49,8.68,271.33
Manteno Park Pond,5/22/2019,16:00,1,15.31,8.45,102.81,10.28,418.16,8.49,271.88
Manteno Park Pond,5/22/2019,16:00,1.5,15.06,8.43,103.99,10.46,417.52,8.3,271
Manteno Park Pond,5/22/2019,16:00,2,14.51,8.31,95.72,9.74,419.84,15.46,272.88
Manteno Park Pond,5/22/2019,16:00,2.5,13.96,8.22,55.37,5.7,425.85,62.49,276.82
Meadow Lake,6/11/2019,7:29,0,21.97,8.97,123.67,10.82,174.95,18.47,113.58
Meadow Lake,6/11/2019,7:29,0.5,22.48,9.04,136.59,11.83,229.67,25.66,149
Meadow Lake,6/11/2019,7:29,1,22.54,9.06,141.05,12.2,229.75,16.92,149
Meadow Lake,6/11/2019,7:29,1.5,22.56,9.07,143.39,12.4,229.97,24.75,149.5
Meadow Lake,6/11/2019,7:29,2,22.56,9.08,144.13,12.46,230.13,20.9,150
Meadow Lake,6/11/2019,7:29,2.5,22.49,9.04,141.81,12.27,230.54,12.2,150
Meadow Lake,6/11/2019,7:29,3,22.01,8.65,97.17,8.48,238.35,23.68,154.92
Lake Meyer,6/25/2019,12:53,0,22.87,8,106.58,9.16,391.35,9.2,254.4
Lake Meyer,6/25/2019,12:53,0.5,23.13,8.13,114.25,9.77,555.35,9.88,360.83
Lake Meyer,6/25/2019,12:53,1,23.03,8.12,115.71,9.9,555.29,10.13,361
Lake Meyer,6/25/2019,12:53,1.5,22.81,8.1,115.2,9.9,555.96,10.49,361
Lake Meyer,6/25/2019,12:53,2,22.66,8.01,110.44,9.52,556.2,10.73,361.44
