badNames,Lake,DATE,TIME,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
(71) Lake Wapello (Davis),Lake Wapello,8/28/2019,12:12:00 PM,8.5,13.73,6.86,3.32,0.35,276.09,5.98,179.44
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,0,23.9,8.57,86.77,7.33,185.87,10.6,120.86
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,0.5,24,8.67,77.08,6.48,185.2,9.19,120
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,1,24,8.71,74.42,6.26,185.2,7.93,120
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,1.5,24,8.76,70.63,5.94,185.33,8.2,120.13
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,2,24,8.79,67.93,5.72,185.44,7.83,121
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,2.5,23.99,8.8,66.61,5.61,185.56,8.3,121
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,3,23.94,8.81,64.55,5.44,185.7,7.9,121
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,3.5,23.94,8.81,63.67,5.36,185.77,8.15,121
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,4,23.94,8.81,62.84,5.3,185.8,7.44,121
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,4.5,23.94,8.82,63.3,5.33,185.78,8.41,121
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,5,23.9,8.84,63.57,5.36,185.7,7.85,121
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,5.5,23.89,8.85,63.52,5.35,185.75,7.45,121
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,6,23.89,8.85,63.44,5.35,185.8,6.73,121
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,6.5,22.37,7.9,22.7,1.95,218.81,5.7,142.26
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,7,21.27,7.33,4.66,0.41,249.93,3.57,162.39
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,7.5,18.4,7.1,2.38,0.22,278.81,2.62,181.24
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,8,18.07,7.04,2.17,0.21,283.29,2.59,184.2
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,8.5,17.28,6.89,1.79,0.17,297.36,2.84,193.4
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,9,16.71,6.86,1.6,0.16,308.01,2.9,200.27
(72) Little River Watershed Lake (Decatur),Little River Watershed Lake,8/27/2019,10:52:00 AM,9.5,16.17,6.77,1.49,0.15,320.19,10.51,208.33
(73) Little Sioux Park Lake (Woodbury),Little Sioux Park Lake,8/19/2019,9:22:00 AM,0,25.69,8.19,102.86,8.39,378.24,4.18,245.8
(73) Little Sioux Park Lake (Woodbury),Little Sioux Park Lake,8/19/2019,9:22:00 AM,0.5,25.72,8.2,104.13,8.49,378.27,2.8,246
(73) Little Sioux Park Lake (Woodbury),Little Sioux Park Lake,8/19/2019,9:22:00 AM,1,25.72,8.21,104.82,8.54,378.44,1.66,246
(73) Little Sioux Park Lake (Woodbury),Little Sioux Park Lake,8/19/2019,9:22:00 AM,1.5,25.72,8.23,105.5,8.6,378.63,1.55,246
(73) Little Sioux Park Lake (Woodbury),Little Sioux Park Lake,8/19/2019,9:22:00 AM,2,25.7,8.24,105.68,8.62,379.07,1.54,246.33
(73) Little Sioux Park Lake (Woodbury),Little Sioux Park Lake,8/19/2019,9:22:00 AM,2.5,25.67,8.24,104.73,8.54,380.47,1.66,247.33
(73) Little Sioux Park Lake (Woodbury),Little Sioux Park Lake,8/19/2019,9:22:00 AM,3,25.67,8.23,103.05,8.41,382.23,1.73,248.5
(73) Little Sioux Park Lake (Woodbury),Little Sioux Park Lake,8/19/2019,9:22:00 AM,3.5,25.64,8.23,102.58,8.37,382.53,1.63,249
(73) Little Sioux Park Lake (Woodbury),Little Sioux Park Lake,8/19/2019,9:22:00 AM,4,25.6,8.15,102.44,8.36,382.76,1.77,248.6
(73) Little Sioux Park Lake (Woodbury),Little Sioux Park Lake,8/19/2019,9:22:00 AM,4.5,24.3,7.64,73.31,6.09,473.01,2.8,307.38
(74) Little Spirit Lake (Dickinson),Little Spirit Lake,9/3/2019,9:11:00 AM,0,20.94,7.87,80.37,7.17,457.7,37.71,297.67
(74) Little Spirit Lake (Dickinson),Little Spirit Lake,9/3/2019,9:11:00 AM,0.5,21.23,7.9,74.68,6.62,455.24,40.86,295.8
(74) Little Spirit Lake (Dickinson),Little Spirit Lake,9/3/2019,9:11:00 AM,1,21.49,7.93,71.44,6.3,453.18,42.65,294.67
(74) Little Spirit Lake (Dickinson),Little Spirit Lake,9/3/2019,9:11:00 AM,1.5,21.5,7.97,70.08,6.18,453.35,40.79,295
(74) Little Spirit Lake (Dickinson),Little Spirit Lake,9/3/2019,9:11:00 AM,2,21.5,8.01,68.74,6.06,453.47,44.14,295
(74) Little Spirit Lake (Dickinson),Little Spirit Lake,9/3/2019,9:11:00 AM,2.5,21.48,8.04,65.84,5.81,453.73,413.83,295
(75) Little Wall Lake (Hamilton),Little Wall Lake,9/23/2019,3:40:00 PM,0,22.56,8.46,104.35,9.02,365.18,12.78,237.33
(75) Little Wall Lake (Hamilton),Little Wall Lake,9/23/2019,3:40:00 PM,0.5,22.89,8.51,105.85,9.1,363.33,10.59,236
(75) Little Wall Lake (Hamilton),Little Wall Lake,9/23/2019,3:40:00 PM,1,22.71,8.53,105.1,9.06,363.78,10.67,236.41
(75) Little Wall Lake (Hamilton),Little Wall Lake,9/23/2019,3:40:00 PM,1.5,22.45,8.52,101.95,8.83,364.26,10.76,237
(75) Little Wall Lake (Hamilton),Little Wall Lake,9/23/2019,3:40:00 PM,2,22.18,8.5,94.27,8.2,365.13,11.18,237.38
(75) Little Wall Lake (Hamilton),Little Wall Lake,9/23/2019,3:40:00 PM,2.5,21.73,8.44,85.23,7.48,366.16,12.02,238
(75) Little Wall Lake (Hamilton),Little Wall Lake,9/23/2019,3:40:00 PM,3,21.46,8.4,80.81,7.13,366.84,12.65,238.36
(75) Little Wall Lake (Hamilton),Little Wall Lake,9/23/2019,3:40:00 PM,3.5,21.24,8.4,79.73,7.07,367.73,14.65,239
(76) Littlefield Lake (Audubon),Littlefield Lake,9/8/2019,3:20:00 PM,0,22.61,8.69,94.85,8.2,261.65,10.59,170
(76) Littlefield Lake (Audubon),Littlefield Lake,9/8/2019,3:20:00 PM,0.5,22.61,8.61,95.08,8.22,262.43,23.12,171
(76) Littlefield Lake (Audubon),Littlefield Lake,9/8/2019,3:20:00 PM,1,22.65,8.52,94.87,8.19,262.3,29.73,170.67
(76) Littlefield Lake (Audubon),Littlefield Lake,9/8/2019,3:20:00 PM,1.5,22.78,8.5,89.45,7.7,261.67,31.09,170
(76) Littlefield Lake (Audubon),Littlefield Lake,9/8/2019,3:20:00 PM,2,22.76,8.48,85.28,7.34,261.88,31.48,170
(76) Littlefield Lake (Audubon),Littlefield Lake,9/8/2019,3:20:00 PM,2.5,22.71,8.46,79.88,6.88,262.53,30.91,170.75
(76) Littlefield Lake (Audubon),Littlefield Lake,9/8/2019,3:20:00 PM,3,22.6,8.29,68.64,5.93,263.8,29.79,171.4
(76) Littlefield Lake (Audubon),Littlefield Lake,9/8/2019,3:20:00 PM,3.5,22.44,8.19,50.85,4.41,266.28,36.5,173
(77) Lost Island Lake (Palo Alto),Lost Island Lake,9/4/2019,12:56:00 PM,0,23.2,8.45,104.61,8.93,278.06,9.8,180.64
(77) Lost Island Lake (Palo Alto),Lost Island Lake,9/4/2019,12:56:00 PM,0.5,22.37,8.66,133.6,11.59,342.12,14.44,222.32
(77) Lost Island Lake (Palo Alto),Lost Island Lake,9/4/2019,12:56:00 PM,1,21.87,8.71,161.31,14.12,338.24,13.33,219.87
(77) Lost Island Lake (Palo Alto),Lost Island Lake,9/4/2019,12:56:00 PM,1.5,21.58,8.55,136.71,12.04,342.61,10.8,222.75
(77) Lost Island Lake (Palo Alto),Lost Island Lake,9/4/2019,12:56:00 PM,2,21.46,8.5,119.12,10.52,345.89,10,224.7
(77) Lost Island Lake (Palo Alto),Lost Island Lake,9/4/2019,12:56:00 PM,2.5,21.39,8.47,108.17,9.56,347.43,9.4,226
(77) Lost Island Lake (Palo Alto),Lost Island Lake,9/4/2019,12:56:00 PM,3,21.36,8.43,102.92,9.1,347.9,8.9,226
(77) Lost Island Lake (Palo Alto),Lost Island Lake,9/4/2019,12:56:00 PM,3.5,21.33,8.39,94.63,8.38,348.73,10.49,226.67
(78) Lower Gar Lake (Dickinson),Lower Gar Lake,9/3/2019,11:24:00 AM,0,22.46,8.24,91.67,7.93,429.3,11.91,279
(78) Lower Gar Lake (Dickinson),Lower Gar Lake,9/3/2019,11:24:00 AM,0.5,22.44,8.2,89.96,7.79,429.26,22.2,279
(78) Lower Gar Lake (Dickinson),Lower Gar Lake,9/3/2019,11:24:00 AM,1,22.4,8.16,87.66,7.6,428.87,24.89,279
(79) Lower Pine Lake (Hardin),Lower Pine Lake,9/23/2019,1:45:00 PM,0,22.11,7.95,82.17,7.16,319.23,6.29,207.5
(79) Lower Pine Lake (Hardin),Lower Pine Lake,9/23/2019,1:45:00 PM,0.5,21.75,7.89,66.72,5.86,317.28,8.66,206
(79) Lower Pine Lake (Hardin),Lower Pine Lake,9/23/2019,1:45:00 PM,1,21.49,7.76,53.96,4.76,318.25,9.31,207
(79) Lower Pine Lake (Hardin),Lower Pine Lake,9/23/2019,1:45:00 PM,1.5,21.31,7.68,42.62,3.77,320.19,10.43,208.17
(79) Lower Pine Lake (Hardin),Lower Pine Lake,9/23/2019,1:45:00 PM,2,21,7.63,41.41,3.69,334,11.54,217.14
(79) Lower Pine Lake (Hardin),Lower Pine Lake,9/23/2019,1:45:00 PM,2.5,20.71,7.56,34.88,3.12,345.55,11.01,224.62
(79) Lower Pine Lake (Hardin),Lower Pine Lake,9/23/2019,1:45:00 PM,3,20.54,7.42,16.71,1.5,352.07,9.2,228.76
(79) Lower Pine Lake (Hardin),Lower Pine Lake,9/23/2019,1:45:00 PM,3.5,20.21,7.31,9.12,0.82,356.98,8.23,232.23
(79) Lower Pine Lake (Hardin),Lower Pine Lake,9/23/2019,1:45:00 PM,4,19.42,7.1,5,0.46,386.22,9.54,251.06
(79) Lower Pine Lake (Hardin),Lower Pine Lake,9/23/2019,1:45:00 PM,4.5,18.61,6.72,3.32,0.31,575.71,15.3,374.18
(80) Manteno Park Pond (Shelby),Manteno Park Pond,8/20/2019,9:53:00 AM,0,25.17,7.9,94.37,7.76,466.43,10,303
(80) Manteno Park Pond (Shelby),Manteno Park Pond,8/20/2019,9:53:00 AM,0.5,24.94,7.83,87.74,7.23,467.4,7.01,303.86
(80) Manteno Park Pond (Shelby),Manteno Park Pond,8/20/2019,9:53:00 AM,1,23.44,7.58,61.4,5.2,481.86,4.03,313
(80) Manteno Park Pond (Shelby),Manteno Park Pond,8/20/2019,9:53:00 AM,1.5,23.06,7.35,34.76,2.97,496.52,4.92,322.6
(80) Manteno Park Pond (Shelby),Manteno Park Pond,8/20/2019,9:53:00 AM,2,22.72,7.15,20.35,1.75,553.07,16.76,359.67
(82) Meadow Lake (Adair),Meadow Lake,9/8/2019,10:00:00 AM,0,22.71,8.05,92.5,7.98,225.13,8,146.5
(82) Meadow Lake (Adair),Meadow Lake,9/8/2019,10:00:00 AM,0.5,22.72,8.08,85.52,7.37,223.78,12.66,145.4
(82) Meadow Lake (Adair),Meadow Lake,9/8/2019,10:00:00 AM,1,22.72,8.11,80.66,6.95,223.14,18.04,145
(82) Meadow Lake (Adair),Meadow Lake,9/8/2019,10:00:00 AM,1.5,22.67,8.13,78.77,6.79,222.72,19.12,145
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,0,22.31,8.38,93.8,8.15,343.44,16.38,223.13
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,0.5,22.46,8.39,93.23,8.07,402.89,13.17,262
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,1,22.56,8.42,92.4,7.99,402.45,10.88,262
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,1.5,22.56,8.43,91.89,7.94,402.73,10.79,262
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,2,22.56,8.44,91.21,7.88,402.96,10.92,262
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,2.5,22.54,8.44,89.46,7.73,403.22,10.97,262
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,3,22.49,8.37,83.29,7.21,403.98,10.92,262.63
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,3.5,22.37,8.11,65.03,5.64,405.54,11.08,263.57
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,4,22.19,7.94,44.52,3.87,407.75,11.44,264.83
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,4.5,22.06,7.86,27.76,2.42,409.26,13.07,266
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,5,21.94,7.79,16.19,1.41,410.91,15.2,267.14
(83) Meyer Lake (Black Hawk),Meyer Lake,9/25/2019,10:10:00 AM,5.5,21.89,7.68,13.23,1.16,412.9,16.77,268.33
(84) Mill Creek Lake (Obrien),Mill Creek Lake,9/3/2019,2:55:00 PM,0,24.73,8.84,156.95,13.02,361.76,11.58,235.1
(84) Mill Creek Lake (Obrien),Mill Creek Lake,9/3/2019,2:55:00 PM,0.5,23.76,8.7,155.23,13.1,370.01,11.28,240.5
(84) Mill Creek Lake (Obrien),Mill Creek Lake,9/3/2019,2:55:00 PM,1,22.46,8.44,118.26,10.23,378.6,11.09,245.8
(84) Mill Creek Lake (Obrien),Mill Creek Lake,9/3/2019,2:55:00 PM,1.5,22.19,8.3,86.19,7.5,379.56,10.71,247
(84) Mill Creek Lake (Obrien),Mill Creek Lake,9/3/2019,2:55:00 PM,2,21.86,8.1,55.63,4.87,380.36,9.83,247
(84) Mill Creek Lake (Obrien),Mill Creek Lake,9/3/2019,2:55:00 PM,2.5,21.55,7.95,31.89,2.81,381.24,9.39,248
(84) Mill Creek Lake (Obrien),Mill Creek Lake,9/3/2019,2:55:00 PM,3,21.39,7.89,19.15,1.69,382.68,8.6,248.67
(84) Mill Creek Lake (Obrien),Mill Creek Lake,9/3/2019,2:55:00 PM,3.5,21.28,7.67,14.01,1.24,387.18,8.16,251.63
(84) Mill Creek Lake (Obrien),Mill Creek Lake,9/3/2019,2:55:00 PM,4,21.11,7.23,9.15,0.81,437.08,12.1,284
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,0,21.87,8.36,96.12,8.42,237.78,10.42,154.56
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,0.5,21.95,8.38,94.93,8.3,253.68,6.35,165
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,1,22,8.4,94.15,8.23,253.77,5.61,165
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,1.5,22,8.42,93.67,8.19,253.93,5.49,165
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,2,21.94,8.38,88.8,7.77,254.4,5.4,165.29
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,2.5,21.64,8.2,73.31,6.44,256.14,5.42,166.43
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,3,21.18,8.04,55.9,4.96,258.33,5.32,168
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,3.5,20.56,7.92,36.29,3.25,261,5.13,169.71
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,4,19.04,7.86,22.31,2.06,268.36,4.8,174.43
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,4.5,17.14,7.74,14.53,1.39,277.89,4.2,180.63
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,5,14.61,7.71,10.63,1.08,292.13,4.36,189.86
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,5.5,12.12,7.65,7.51,0.8,308.19,6.23,200.29
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,6,10.34,7.56,6.72,0.75,321.56,7.8,209.2
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,6.5,8.97,7.54,5.8,0.67,330.66,8.23,214.88
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,7,8.48,7.51,4.73,0.55,331.64,8.18,215.57
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,7.5,7.88,7.44,4,0.47,336.56,8.05,218.57
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,8,7.23,7.36,3.46,0.42,351.3,7.74,228.14
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,8.5,6.62,7.33,3.08,0.38,378.07,7.35,245.83
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,9,6.15,7.3,2.75,0.34,415.1,7.08,270
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,9.5,5.84,7.17,2.5,0.31,449.65,6.99,292.33
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,10,5.69,7.15,2.33,0.29,471.39,7.13,306.14
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,10.5,5.62,7.13,2.15,0.27,487.4,7.42,317
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,11,5.56,7.12,2.02,0.25,498.96,7.69,324.4
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,11.5,5.54,7.1,1.93,0.24,507.4,7.84,329.75
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,12,5.5,7.08,1.83,0.23,516.73,8.02,336
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,12.5,5.5,7.05,1.72,0.22,526.25,8.23,342.17
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,13,5.5,7.02,1.62,0.2,533.48,8.44,346.8
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,13.5,5.5,7,1.53,0.19,540.77,8.55,351.43
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,14,5.5,6.98,1.43,0.18,546.69,8.69,355.29
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,14.5,5.5,6.96,1.37,0.17,550.08,8.75,357.5
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,15,5.5,6.95,1.3,0.16,552.64,8.75,359.4
(85) Mitchell Lake (Black Hawk),Mitchell Lake,9/25/2019,11:00:00 AM,15.5,5.5,6.91,1.13,0.14,574.18,34.47,373.31
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,0,24.16,8.16,99.48,8.35,376.74,8.38,245
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,0.5,24.17,8.31,99.1,8.31,375.87,4.24,244.29
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,1,24.22,8.39,98.62,8.26,375.38,2.76,244
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,1.5,24.28,8.42,98,8.2,375.4,2.7,244
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,2,24.28,8.44,96.48,8.07,376.22,2.62,244.6
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,2.5,24.23,8.2,74.55,6.24,380.5,2.86,247.17
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,3,22.98,7.78,40.94,3.49,406.11,4.99,264
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,3.5,20.67,7.42,21.43,1.91,481.11,9.09,312.57
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,4,18.77,7.2,13.37,1.24,524.47,11.73,341
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,4.5,16.64,7.14,10.15,0.99,553.51,11.87,359.75
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,5,14.87,7.07,6.26,0.63,578.01,10.64,375.57
(86) Moorehead Park Pond (Ida),Moorehead Park Pond,8/19/2019,8:13:00 AM,5.5,13.88,6.86,5.47,0.56,606.3,11.4,394
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,0,22.4,7.61,99.26,8.62,113.61,6.21,74.14
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,0.5,23.39,8.15,100.8,8.57,193.13,7.06,125.67
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,1,23.39,8.19,101.08,8.6,193,7.8,125
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,1.5,23.39,8.22,101.23,8.61,193,7.58,125
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,2,23.39,8.23,101.3,8.62,193,6.88,125
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,2.5,23.39,8.24,97.1,8.26,193.23,6.83,125.67
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,3,23.31,8.1,86.13,7.34,194,6.96,126
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,3.5,23.15,7.91,64.47,5.51,195.53,7.11,127.33
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,4,21.51,7.75,42.18,3.7,203.8,7.1,132.25
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,4.5,20.19,7.49,26.12,2.36,216.33,6.74,140.67
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,5,17.78,7.31,19.3,1.81,236,6.12,153.67
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,5.5,16.33,7.27,14.5,1.42,252.5,5.59,164
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,6,15.13,7.23,13.1,1.31,265.27,5.25,172.67
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,6.5,13.27,7.05,11.62,1.22,284.52,5.01,185
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,7,12.85,6.97,9.4,0.99,299.78,5.45,194.91
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,7.5,12.29,6.88,7.2,0.77,314.13,6.16,204.25
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,8,11.96,6.79,6.33,0.68,321.48,6.51,208.75
(87) Mormon Trail Lake (Adair),Mormon Trail Lake,9/8/2019,12:30:00 PM,8.5,11.36,6.73,4.25,0.46,366.25,16.91,238.07
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,0,25.83,8.23,117.68,9.57,420.58,2.45,273.4
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,0.5,25.71,8.23,118.42,9.64,420.1,2.53,273
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,1,25.34,8.23,118.25,9.69,420.2,2.74,273
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,1.5,24.82,8.23,117.77,9.75,419.62,2.91,272.83
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,2,24.54,8.16,109.8,9.14,419.15,2.91,272
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,2.5,24.38,8.06,102.14,8.52,419.88,2.86,273
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,3,24.15,7.92,90.31,7.57,422.27,3.17,274.43
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,3.5,23.94,7.76,70.67,5.95,425.97,3.44,277
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,4,23.73,7.63,55.63,4.7,430.9,3.47,280
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,4.5,23.2,7.44,34.42,2.93,441.45,4.51,287
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,5,20.02,7.12,20.01,1.81,524.27,7.35,340.86
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,5.5,16.13,6.87,11.78,1.15,683.93,11.46,444.25
(88) Nelson Park Lake (Crawford),Nelson Park Lake,8/19/2019,2:51:00 PM,6,14.65,6.79,10,1.01,800.7,15.45,520.33
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,0,23.4,7.98,84.81,7.22,165.17,1.97,107.29
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,0.5,23.54,8,82.83,7.03,164.77,1.15,107
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,1,23.56,8,81.4,6.91,164.8,0.94,107
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,1.5,23.56,8.02,81.02,6.87,164.83,0.98,107
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,2,23.56,8.03,80.81,6.86,164.81,0.99,107
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,2.5,23.56,8.03,80.6,6.84,164.94,0.96,107
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,3,23.56,8.03,80.27,6.81,165.01,0.95,107
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,3.5,23.46,7.81,58.55,4.97,169.35,1.13,110.08
