badNames,Lake,DATE,TIME,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,2.5,23.06,8.31,97.28,8.33,248.75,14.63,162
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,3,23.06,8.31,97.4,8.34,249.03,14.45,162
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,3.5,23,8.18,81.33,6.97,249.6,13.89,162
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,4,22.89,8.04,67.4,5.79,250.7,13.23,163
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,4.5,22.72,7.97,51.97,4.48,252.1,12.12,164
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,5,22.54,7.8,36.3,3.13,254.07,10.43,165.33
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,5.5,22.14,7.71,19.54,1.7,260.24,7.55,169.2
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,6,21.28,7.65,12.87,1.14,271.23,4.96,176
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,6.5,18.96,7.43,7.85,0.72,330.73,3.39,215
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,7,18.17,7.38,6.7,0.63,360.03,2.8,234
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,7.5,16.82,7.34,6.03,0.58,373.28,3,242.5
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,8,16.24,7.24,5.53,0.54,382.95,3.31,248.75
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,8.5,15.93,7.14,4.8,0.47,390.03,3.61,253.75
(52) Lake Anita (Cass),Lake Anita,9/8/2019,4:25:00 PM,9,15.76,6.95,3.8,0.38,402.1,8.24,261.38
(53) Lake Cornelia (Wright),Lake Cornelia,9/22/2019,10:15:00 AM,0,23.06,8.2,90.73,7.77,323.3,10.73,210
(53) Lake Cornelia (Wright),Lake Cornelia,9/22/2019,10:15:00 AM,0.5,23.11,8.21,90.06,7.7,323.44,10.6,210
(53) Lake Cornelia (Wright),Lake Cornelia,9/22/2019,10:15:00 AM,1,23.11,8.21,89.64,7.66,323.76,10.84,210
(53) Lake Cornelia (Wright),Lake Cornelia,9/22/2019,10:15:00 AM,1.5,23.11,8.22,89.16,7.62,323.95,10.92,211
(53) Lake Cornelia (Wright),Lake Cornelia,9/22/2019,10:15:00 AM,2,23.17,8.22,88.59,7.57,324.07,11.14,211
(53) Lake Cornelia (Wright),Lake Cornelia,9/22/2019,10:15:00 AM,2.5,23.12,8.22,87.94,7.52,324.25,11.63,211
(53) Lake Cornelia (Wright),Lake Cornelia,9/22/2019,10:15:00 AM,3,23.11,8.22,87.01,7.44,324.4,11.31,211
(53) Lake Cornelia (Wright),Lake Cornelia,9/22/2019,10:15:00 AM,3.5,23.11,8.23,86.65,7.41,324.35,11.84,211
(53) Lake Cornelia (Wright),Lake Cornelia,9/22/2019,10:15:00 AM,4,23.11,8.23,87.04,7.45,324.25,11.51,211
(53) Lake Cornelia (Wright),Lake Cornelia,9/22/2019,10:15:00 AM,4.5,23.11,8.23,86.71,7.42,324.74,11.93,211
(53) Lake Cornelia (Wright),Lake Cornelia,9/22/2019,10:15:00 AM,5,23.11,8.21,85.77,7.34,325.5,31.59,211.67
(54) Lake Darling (Washington),Lake Darling,9/17/2019,11:40:00 AM,0,25.75,8.8,124.21,10.11,220.39,54.94,143.14
(54) Lake Darling (Washington),Lake Darling,9/17/2019,11:40:00 AM,0.5,25.69,8.87,133.9,10.92,224.43,57.07,146
(54) Lake Darling (Washington),Lake Darling,9/17/2019,11:40:00 AM,1,25.6,8.9,139.79,11.42,224.4,55.6,146
(54) Lake Darling (Washington),Lake Darling,9/17/2019,11:40:00 AM,1.5,25.52,8.94,140.64,11.51,224.46,56.72,146
(54) Lake Darling (Washington),Lake Darling,9/17/2019,11:40:00 AM,2,25.48,8.99,141.35,11.57,224.56,55.88,146
(54) Lake Darling (Washington),Lake Darling,9/17/2019,11:40:00 AM,2.5,25.44,9.03,141.86,11.62,224.6,57.42,146
(54) Lake Darling (Washington),Lake Darling,9/17/2019,11:40:00 AM,3,25.44,9.05,142.1,11.64,224.6,53.31,146
(54) Lake Darling (Washington),Lake Darling,9/17/2019,11:40:00 AM,3.5,25.26,9.03,140.21,11.52,225.43,37.36,146.44
(54) Lake Darling (Washington),Lake Darling,9/17/2019,11:40:00 AM,4,23.84,8.68,93.41,7.88,233.13,18.23,151.5
(54) Lake Darling (Washington),Lake Darling,9/17/2019,11:40:00 AM,4.5,23.44,8.3,46.81,3.97,241.18,15.64,156.89
(54) Lake Darling (Washington),Lake Darling,9/17/2019,11:40:00 AM,5,21.39,7.76,25.19,2.22,331.71,11.16,215.57
(56) Lake Hendricks (Howard),Lake Hendricks,9/24/2019,11:31:00 AM,0,20.96,8.37,104.15,9.28,210.46,16.53,136.67
(56) Lake Hendricks (Howard),Lake Hendricks,9/24/2019,11:31:00 AM,0.5,20.65,8.46,113.28,10.16,250.33,17,163
(56) Lake Hendricks (Howard),Lake Hendricks,9/24/2019,11:31:00 AM,1,20.47,8.47,114.84,10.34,250.89,17.33,163.13
(56) Lake Hendricks (Howard),Lake Hendricks,9/24/2019,11:31:00 AM,1.5,20.27,8.29,110.58,9.99,254.73,16.85,165.67
(56) Lake Hendricks (Howard),Lake Hendricks,9/24/2019,11:31:00 AM,2,19.83,7.91,86.68,7.89,272.44,14.46,176.75
(56) Lake Hendricks (Howard),Lake Hendricks,9/24/2019,11:31:00 AM,2.5,19.2,7.73,54.32,5.01,299.49,11.88,194.78
(56) Lake Hendricks (Howard),Lake Hendricks,9/24/2019,11:31:00 AM,3,18.91,7.61,38.32,3.56,312.28,11.07,203
(56) Lake Hendricks (Howard),Lake Hendricks,9/24/2019,11:31:00 AM,3.5,18.57,7.52,28.84,2.69,321.54,10.79,209
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,0,23.94,8.74,119.8,10.09,206.4,28.03,134
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,0.5,23.98,8.73,120,10.1,206.4,32.01,134
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,1,24,8.72,120.1,10.11,206.5,29.75,134
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,1.5,23.96,8.71,117.83,9.92,206.6,31.17,134
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,2,23.94,8.5,108.65,9.15,206.9,30.15,134.5
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,2.5,23.91,8.45,104.37,8.8,207.4,19.97,135
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,3,23.82,8.41,96.85,8.17,208.2,20.39,135.25
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,3.5,23.76,8.4,95,8.03,208.97,19.96,136
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,4,23.72,8.39,94.23,7.97,209.33,20.95,136
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,4.5,23.68,8.38,93.6,7.92,209.48,19.01,136
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,5,23.67,8.36,90.9,7.7,209.6,17.1,136
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,5.5,23.65,8.22,83.83,7.1,210.05,13.21,136.5
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,6,23.54,7.97,53.13,4.51,212.35,16.96,137.75
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,6.5,22.54,7.63,26.68,2.3,232.82,35.37,151.4
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,7,20.82,7.31,15.15,1.35,304.65,47.23,198
(57) Lake Icaria (Adams),Lake Icaria,9/8/2019,3:03:00 PM,7.5,20.5,7.11,12.28,1.1,316.2,43.37,205.75
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,0,24.89,8.62,111.63,9.24,223.1,9.09,145
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,0.5,24.85,8.65,117.49,9.73,226.19,8.72,147
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,1,24.76,8.66,118.76,9.85,226.34,8.97,147
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,1.5,24.65,8.68,119.45,9.93,226.32,9.18,147
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,2,24.15,8.5,100.88,8.46,228.14,9.56,148.25
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,2.5,23.58,8.23,67.36,5.71,231.44,8.97,150.4
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,3,23.21,8,34.1,2.91,233.69,7.11,151.9
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,3.5,22.82,7.82,16.76,1.44,237.73,5.08,154.44
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,4,22.43,7.69,11.36,0.98,244.11,3.74,158.71
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,4.5,20.81,7.52,9.69,0.86,268.06,3.11,174.43
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,5,19.17,7.26,7.61,0.7,351.17,3.09,228.43
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,5.5,17.55,7.04,6,0.57,384,3.39,249.5
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,6,16.94,6.99,5.02,0.48,401.1,3.85,260.8
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,6.5,16.4,6.93,4.23,0.41,426.13,4.32,276.86
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,7,15.62,6.81,3.54,0.35,449.56,4.82,292.43
(58) Iowa Lake (Iowa),Iowa Lake,9/17/2019,2:55:00 PM,7.5,14.97,6.78,2.96,0.3,464.83,7.26,302.25
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,0,24.94,9.14,159.62,13.2,215.86,41.61,140
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,0.5,24.94,9.18,164.43,13.59,215.68,41.33,140
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,1,24.89,9.1,155.93,12.9,216.82,35.73,140.83
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,1.5,24.44,8.93,115,9.59,225.53,29.12,146.56
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,2,23.83,8.87,86.78,7.32,234.22,21.62,152.33
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,2.5,23.38,8.57,51.95,4.42,238.09,15.59,154.67
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,3,23.1,8.28,24.87,2.13,244.96,12.54,159.14
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,3.5,22.34,7.96,15.82,1.37,256.52,11,166.5
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,4,20.72,7.46,11.78,1.05,347.29,10.1,225.88
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,4.5,19.86,7.06,9.73,0.88,421,9.91,273.71
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,5,18.13,6.86,7.49,0.7,541.39,9.99,351.86
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,5.5,17.62,6.66,5.82,0.55,625.18,11.31,406.44
(59) Lake Keomah (Mahaska),Lake Keomah,9/17/2019,8:35:00 AM,6,17.28,6.63,5.1,0.49,650.3,16.96,423
(60) Lake Manawa (Pottawattamie),Lake Manawa,9/10/2019,2:27:00 PM,0,25.54,8.24,106.5,8.7,310.8,36.37,202
(60) Lake Manawa (Pottawattamie),Lake Manawa,9/10/2019,2:27:00 PM,0.5,25.16,8.3,110.92,9.12,399.4,13.08,259.4
(60) Lake Manawa (Pottawattamie),Lake Manawa,9/10/2019,2:27:00 PM,1,24.82,8.31,109.62,9.08,401.04,13.3,260.8
(60) Lake Manawa (Pottawattamie),Lake Manawa,9/10/2019,2:27:00 PM,1.5,24.53,8.29,102.1,8.5,401.62,13.63,261
(60) Lake Manawa (Pottawattamie),Lake Manawa,9/10/2019,2:27:00 PM,2,24.18,8.14,89.98,7.54,402.9,14.6,261.8
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,0,25.64,8.7,129.35,10.56,295,3.04,191.85
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,0.5,25.48,8.72,139.11,11.39,293.56,3.11,191
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,1,25.33,8.74,139.6,11.45,293.22,3.32,191
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,1.5,25.1,8.75,140.07,11.54,293.17,3.64,191
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,2,24.84,8.76,140.72,11.65,293.12,3.9,190.67
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,2.5,24.68,8.76,140.84,11.69,293.08,3.97,190.6
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,3,24.49,8.76,137.4,11.45,293.25,3.83,190.75
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,3.5,23.56,8.6,118,10,295.77,3.38,192.22
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,4,22.83,8.49,100.19,8.61,297.86,3.08,194
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,4.5,22.72,8.46,92.83,8,297.55,3.07,193
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,5,22.63,8.3,84.39,7.28,298.24,3.04,194
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,5.5,22.09,8.09,60.34,5.25,303.38,3.09,197.25
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,6,20.72,7.88,35.91,3.22,319.74,3.18,207.75
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,6.5,19.19,7.73,22.92,2.11,344.67,3.28,223.89
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,7,15.83,7.6,17.25,1.7,387.33,3.21,251.75
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,7.5,14.98,7.54,15.28,1.54,404.09,2.86,262.63
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,8,14.5,7.47,10.32,1.05,407.8,2.58,265
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,8.5,13.21,7.36,9.65,1.01,416.48,2.56,271
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,9,12.75,7.33,8.85,0.94,416.25,2.8,270.55
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,9.5,12.59,7.3,7.55,0.8,415.28,3,269.88
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,10,12.04,7.26,6.39,0.69,418.21,3.08,271.73
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,10.5,11.53,7.22,5.57,0.61,422.45,3.39,274.67
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,11,11.13,7.17,4.97,0.55,428.4,3.84,278.5
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,11.5,10.73,7.1,4.41,0.49,438.7,4.12,285.2
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,12,10.52,7.04,3.99,0.44,446.48,4.22,290.22
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,12.5,10.2,6.99,3.61,0.4,455.46,4.54,296.11
(61) Lake MacBride (Johnson),Lake MacBride,9/16/2019,5:03:00 PM,13,9.9,6.94,3.3,0.37,469.24,5.31,305.14
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,0,20.79,7.63,83.55,7.47,483.05,1.24,314
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,0.5,20.78,7.62,79.89,7.14,483.1,1.26,314
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,1,20.77,7.62,78.55,7.03,483.33,1.2,314
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,1.5,20.72,7.62,76.93,6.89,483.24,1.17,314
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,2,20.72,7.63,75.74,6.78,483.04,1.18,314
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,2.5,20.72,7.63,74.78,6.69,482.98,1.15,314
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,3,20.63,7.56,67.5,6.05,486.73,1.18,316.29
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,3.5,20.39,7.47,47.37,4.27,500.6,1.24,325.43
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,4,20.03,7.44,34.02,3.09,516.28,1.28,335.5
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,4.5,19.72,7.42,24.15,2.2,528.07,1.48,343.17
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,5,19.31,7.4,16.93,1.56,540.2,2.43,351.25
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,5.5,18.85,7.37,13.15,1.22,552.44,4.61,359.13
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,6,18.08,7.35,11.14,1.05,570.9,6.15,371
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,6.5,16.51,7.23,8.68,0.84,648.7,7.16,421.5
(62) Lake Meyer (Winneshiek),Lake Meyer,9/24/2019,9:23:00 AM,7,14.54,7,6.96,0.7,806.36,13.05,524.14
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,0,24.66,8.63,101.98,8.47,163.6,21.81,106.3
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,0.5,24.59,8.7,103.5,8.61,180.11,21.74,117
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,1,24.53,8.72,103.87,8.65,180.02,22.13,117
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,1.5,24.43,8.74,102.87,8.59,180.05,22.56,117
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,2,24.35,8.75,100.93,8.44,180.19,22,117
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,2.5,24.29,8.76,98.96,8.28,180.3,21.68,117
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,3,24.25,8.77,97.5,8.17,180.3,21.66,117
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,3.5,24.22,8.77,96.42,8.08,180.37,21.76,117
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,4,24.2,8.77,95.82,8.03,180.82,21.45,117.5
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,4.5,21.12,7.86,69.77,6.12,289.58,5.74,188.17
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,5,19.63,7.03,36.74,3.36,433.1,4.92,281.57
(63) Lake Miami (Monroe),Lake Miami,8/29/2019,2:14:00 PM,5.5,19.26,6.87,24.5,2.26,457.23,7.65,297
(64) Minnewashta Lake (Dickinson),Minnewashta Lake,9/3/2019,10:58:00 AM,0,22.6,8.23,97.92,8.44,285.5,4.65,185.67
(64) Minnewashta Lake (Dickinson),Minnewashta Lake,9/3/2019,10:58:00 AM,0.5,22.11,8.49,101.5,8.85,426.09,10.04,277
(64) Minnewashta Lake (Dickinson),Minnewashta Lake,9/3/2019,10:58:00 AM,1,22.06,8.5,102.7,8.96,425.3,11.29,276.5
(64) Minnewashta Lake (Dickinson),Minnewashta Lake,9/3/2019,10:58:00 AM,1.5,22.02,8.5,102.86,8.98,424.94,11.21,276
(64) Minnewashta Lake (Dickinson),Minnewashta Lake,9/3/2019,10:58:00 AM,2,22,8.5,102.04,8.91,424.9,10.98,276
(64) Minnewashta Lake (Dickinson),Minnewashta Lake,9/3/2019,10:58:00 AM,2.5,22,8.5,101.02,8.83,425,10.74,276
(64) Minnewashta Lake (Dickinson),Minnewashta Lake,9/3/2019,10:58:00 AM,3,21.98,8.49,100.15,8.75,425.1,10.75,276
(64) Minnewashta Lake (Dickinson),Minnewashta Lake,9/3/2019,10:58:00 AM,3.5,21.94,8.49,99.45,8.69,425.18,10.97,276
(64) Minnewashta Lake (Dickinson),Minnewashta Lake,9/3/2019,10:58:00 AM,4,21.94,8.46,98.83,8.64,425.27,11.59,276.17
(64) Minnewashta Lake (Dickinson),Minnewashta Lake,9/3/2019,10:58:00 AM,4.5,21.9,8.25,86.76,7.59,426.54,17.44,277.4
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,0,22.57,7.89,90.45,7.83,184.28,5.79,120
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,0.5,22.94,7.91,83.8,7.2,182.88,7.54,118.8
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,1,23.32,7.92,77.86,6.64,181.52,9.37,118
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,1.5,23.39,7.92,75.33,6.41,181.33,9.48,118
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,2,23.37,7.83,66.84,5.69,181.9,8.76,118
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,2.5,23.33,7.72,51.63,4.4,183.71,7.35,119.43
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,3,23.23,7.54,30,2.56,187.44,6.08,121.8
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,3.5,22.52,7.45,19.4,1.67,195.1,5.42,126.8
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,4,20.6,7.19,14.05,1.26,239.48,5.51,155.75
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,4.5,18.33,6.92,9.59,0.9,308.19,6.01,200.38
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,5,16.93,6.83,8.4,0.81,331.23,6.35,215
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,5.5,15.47,6.7,7.38,0.73,355,5.94,230.67
(66) Lake of Three Fires (Taylor),Lake of Three Fires,9/9/2019,9:05:00 AM,6,14.5,6.65,6,0.61,384.16,6.97,249.8
(67) Orient Lake (Adair),Orient Lake,9/8/2019,2:00:00 PM,0,22.61,8.82,93.1,8.04,177.3,37.3,115
(67) Orient Lake (Adair),Orient Lake,9/8/2019,2:00:00 PM,0.5,22.61,8.83,86.95,7.51,262.35,88.08,171
(67) Orient Lake (Adair),Orient Lake,9/8/2019,2:00:00 PM,1,22.57,8.84,82.87,7.16,262.6,88.86,171
(67) Orient Lake (Adair),Orient Lake,9/8/2019,2:00:00 PM,1.5,22.56,8.85,80.3,6.94,262.77,80.06,171
(67) Orient Lake (Adair),Orient Lake,9/8/2019,2:00:00 PM,2,22.54,8.86,74.66,6.45,262.96,75.63,171
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,0,21.56,8.24,110.39,9.72,626.59,7.03,407.33
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,0.5,21.56,8.26,117.26,10.33,627.98,7.43,408
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,1,21.49,8.26,118.34,10.43,628.98,7.32,408.8
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,1.5,21.39,8.25,117.43,10.37,630.52,6.63,409.83
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,2,21.21,8.11,108.5,9.62,632.45,5.78,411.25
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,2.5,20.97,8.04,94.63,8.42,635.22,5.39,413
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,3,20.67,7.82,74.84,6.7,641.56,5.29,417.2
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,3.5,20.32,7.64,50.38,4.54,655.58,5.27,426.2
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,4,19.71,7.54,30.53,2.78,682.6,5.41,443.63
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,4.5,17.65,7.31,18.08,1.71,772.69,6.1,502.11
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,5,16.68,7.19,12.76,1.24,796.28,3.62,517.55
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,5.5,15.57,7.08,8.04,0.8,807.88,2.57,525.11
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,6,14.63,7.04,7.19,0.72,817.5,2.82,531.43
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,6.5,13.76,6.96,5.93,0.61,835.76,3.33,543.1
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,7,13.01,6.85,4.79,0.5,870.59,4.56,566.11
(68) Lake Pahoja (Lyon),Lake Pahoja,9/3/2019,12:47:00 PM,7.5,12.44,6.72,4.04,0.43,921.81,8.11,599.14
(69) Lake Smith (Kossuth),Lake Smith,9/5/2019,10:35:00 AM,0,21.4,8.19,81.97,7.24,350.54,8.37,227.71
(69) Lake Smith (Kossuth),Lake Smith,9/5/2019,10:35:00 AM,0.5,21.35,8.18,79.28,7.01,351.03,8.73,228
(69) Lake Smith (Kossuth),Lake Smith,9/5/2019,10:35:00 AM,1,21.3,8.17,74.4,6.59,350.99,7.04,228
(69) Lake Smith (Kossuth),Lake Smith,9/5/2019,10:35:00 AM,1.5,21.2,8.14,69.69,6.18,351.45,7.52,228.4
(69) Lake Smith (Kossuth),Lake Smith,9/5/2019,10:35:00 AM,2,21.17,8.1,65.3,5.8,351.88,7.72,229
(69) Lake Smith (Kossuth),Lake Smith,9/5/2019,10:35:00 AM,2.5,21.17,8.07,64.45,5.72,351.84,8.73,229
