facilityID,siteID,name,county,huc8,type,aquifer,latitude,longitude,sampleDate,projectCode,cas_rn,analyte,fraction,relDepth,result,unit,detect,detectLimit,quantFlag,quantLimit,method,colMethod,resultType,matrix,medium,qualFlag,remark
6,10250001,South Raccoon River near Redfield,Dallas,7100007,River/Stream,,41.5797396,-94.1829173,8/18/2005 9:30,TMDL,TFSS,Fixed suspended solids,NonFilt,,45,mg/l,TRUE,1,,,160.4,UHL001,Calculated,SW,Water,,
6,10250001,South Raccoon River near Redfield,Dallas,7100007,River/Stream,,41.5797396,-94.1829173,8/18/2005 9:30,TMDL,TSS,Total suspended solids,NonFilt,,54,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10250001,South Raccoon River near Redfield,Dallas,7100007,River/Stream,,41.5797396,-94.1829173,9/2/2005 10:00,TMDL,TFSS,Fixed suspended solids,NonFilt,,21,mg/l,TRUE,1,,,160.4,UHL001,Calculated,SW,Water,,
6,10250001,South Raccoon River near Redfield,Dallas,7100007,River/Stream,,41.5797396,-94.1829173,9/2/2005 10:00,TMDL,TSS,Total suspended solids,NonFilt,,27,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10250002,Raccoon River Upstream of Des Moines (US2),Dallas,7100006,River/Stream,,41.5343489,-93.9501196,9/2/2005 9:00,TMDL,TFSS,Fixed suspended solids,NonFilt,,40,mg/l,TRUE,1,,,160.4,UHL001,Calculated,SW,Water,,
6,10250002,Raccoon River Upstream of Des Moines (US2),Dallas,7100006,River/Stream,,41.5343489,-93.9501196,9/2/2005 9:00,TMDL,TSS,Total suspended solids,NonFilt,,54,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10250002,Raccoon River Upstream of Des Moines (US2),Dallas,7100006,River/Stream,,41.5343489,-93.9501196,8/18/2005 8:50,TMDL,TFSS,Fixed suspended solids,NonFilt,,58,mg/l,TRUE,1,,,160.4,UHL001,Calculated,SW,Water,,
6,10250002,Raccoon River Upstream of Des Moines (US2),Dallas,7100006,River/Stream,,41.5343489,-93.9501196,8/18/2005 8:50,TMDL,TSS,Total suspended solids,NonFilt,,81,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10250002,Raccoon River Upstream of Des Moines (US2),Dallas,7100006,River/Stream,,41.5343489,-93.9501196,7/21/2005 9:40,TMDL,TFSS,Fixed suspended solids,NonFilt,,84,mg/l,TRUE,1,,,160.4,UHL001,Calculated,SW,Water,,
6,10250002,Raccoon River Upstream of Des Moines (US2),Dallas,7100006,River/Stream,,41.5343489,-93.9501196,7/21/2005 9:40,TMDL,TSS,Total suspended solids,NonFilt,,100,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10250002,Raccoon River Upstream of Des Moines (US2),Dallas,7100006,River/Stream,,41.5343489,-93.9501196,6/23/2005 8:15,TMDL,TFSS,Fixed suspended solids,NonFilt,,100,mg/l,TRUE,1,,,160.4,UHL001,Calculated,SW,Water,,
6,10250002,Raccoon River Upstream of Des Moines (US2),Dallas,7100006,River/Stream,,41.5343489,-93.9501196,6/23/2005 8:15,TMDL,TSS,Total suspended solids,NonFilt,,120,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10250002,Raccoon River Upstream of Des Moines (US2),Dallas,7100006,River/Stream,,41.5343489,-93.9501196,4/29/2005 9:30,TMDL,TFSS,Fixed suspended solids,NonFilt,,99,mg/l,TRUE,1,,,160.4,UHL001,Calculated,SW,Water,,
6,10250002,Raccoon River Upstream of Des Moines (US2),Dallas,7100006,River/Stream,,41.5343489,-93.9501196,4/29/2005 9:30,TMDL,TSS,Total suspended solids,NonFilt,,110,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
