Lake,Date,Time,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
Central Park Lake,8/7/2019,9:00 AM,3,26.08,8,52.09,4.17,403.51,2.73,262.14
Central Park Lake,8/7/2019,9:00 AM,3.5,22.19,7.54,23.43,2.02,521.94,22.71,339.14
Central Park Lake,8/7/2019,9:00 AM,4,17.84,7.11,12.81,1.21,626.17,24.81,407
Central Park Lake,8/7/2019,9:00 AM,4.5,16.28,6.96,9.23,0.9,719.01,29.55,467.25
Clear Lake,8/12/2019,1:56 PM,0,24.78,8.1,99.06,8.21,315.52,15.33,205
Clear Lake,8/12/2019,1:56 PM,0.5,24.83,8.14,99.4,8.23,316.03,14.56,205
Clear Lake,8/12/2019,1:56 PM,1,24.87,8.19,99.63,8.25,316.41,14.56,206
Clear Lake,8/12/2019,1:56 PM,1.5,24.89,8.26,99.56,8.24,316.5,14.84,206
Clear Lake,8/12/2019,1:56 PM,2,24.89,8.29,99.68,8.25,316.52,14.18,206
Clear Lake,8/12/2019,1:56 PM,2.5,24.85,8.29,98.43,8.15,317.1,13.76,206
Clear Lake,8/12/2019,1:56 PM,3,24.83,8.28,96.39,7.98,317.51,14.08,206
Clear Lake,8/12/2019,1:56 PM,3.5,24.83,8.28,95.86,7.94,317.63,13.78,206.18
Clear Lake,8/12/2019,1:56 PM,4,24.83,8.28,95.41,7.9,317.81,13.95,207
Clear Lake,8/12/2019,1:56 PM,4.5,24.82,8.28,94.45,7.82,318.4,13.78,207
Clear Lake,8/12/2019,1:56 PM,5,24.77,8.27,89.43,7.41,319.89,12.74,207.86
Cold Springs Lake,7/30/2019,12:58 PM,0,27.85,8.87,114.2,8.96,235.18,1.47,153
Cold Springs Lake,7/30/2019,12:58 PM,0.5,27.69,8.89,116.35,9.15,234.28,1.12,152.13
Cold Springs Lake,7/30/2019,12:58 PM,1,27.33,8.91,118.45,9.37,233.47,0.66,152
Cold Springs Lake,7/30/2019,12:58 PM,1.5,26.9,8.92,113.97,9.09,232.8,0.8,151.14
Cold Springs Lake,7/30/2019,12:58 PM,2,26.56,8.59,89.62,7.19,233.16,0.94,151.4
Cold Springs Lake,7/30/2019,12:58 PM,2.5,26.18,8.19,49.55,4,241.15,1.3,156.75
Cold Springs Lake,7/30/2019,12:58 PM,3,25.57,7.75,21.43,1.75,258.41,3.34,167.86
Cold Springs Lake,7/30/2019,12:58 PM,3.5,23.94,7.34,13.09,1.09,313.09,10.09,203.43
Cold Springs Lake,7/30/2019,12:58 PM,4,22.78,7.06,8.9,0.76,367.3,15.9,239
Crawford Creek Impoundment,7/8/2019,12:50 PM,0,27.75,8.74,121.87,9.57,280.27,4.16,182.14
Crawford Creek Impoundment,7/8/2019,12:50 PM,0.5,28.01,8.75,130.17,10.18,397.41,3.23,258.47
Crawford Creek Impoundment,7/8/2019,12:50 PM,1,28.17,8.75,131.9,10.28,396.39,3.45,258
Crawford Creek Impoundment,7/8/2019,12:50 PM,1.5,28.14,8.75,132.06,10.3,396.71,3.48,258
Crawford Creek Impoundment,7/8/2019,12:50 PM,2,28.06,8.74,131.14,10.24,397.29,3.5,258
Crawford Creek Impoundment,7/8/2019,12:50 PM,2.5,28.04,8.73,130.44,10.19,397.51,3.6,258.11
Crawford Creek Impoundment,7/8/2019,12:50 PM,3,27.9,8.67,124.25,9.73,398.78,3.52,259.25
Crawford Creek Impoundment,7/8/2019,12:50 PM,3.5,24.44,7.83,43.81,3.6,440.73,1.79,286.47
Crawford Creek Impoundment,7/8/2019,12:50 PM,4,22.59,7.67,9.65,0.83,473.72,0.36,307.92
Crawford Creek Impoundment,7/8/2019,12:50 PM,4.5,21.88,7.64,5.45,0.48,481.27,0.76,312.9
Crawford Creek Impoundment,7/8/2019,12:50 PM,5,20.73,7.61,3.41,0.3,491.1,1.27,319.33
Crawford Creek Impoundment,7/8/2019,12:50 PM,5.5,19.28,7.59,2.58,0.24,505.14,2.07,328.5
Crawford Creek Impoundment,7/8/2019,12:50 PM,6,17.78,7.59,2.1,0.2,519.68,1.86,337.7
Crawford Creek Impoundment,7/8/2019,12:50 PM,6.5,16.67,7.58,1.67,0.16,529.77,1.94,344.29
Crawford Creek Impoundment,7/8/2019,12:50 PM,7,15.64,7.5,1.28,0.13,541.09,10.21,351.82
Crystal Lake,8/12/2019,3:30 PM,0,26.18,8.73,95.22,7.69,282.99,17.64,183.91
Crystal Lake,8/12/2019,3:30 PM,0.5,25.93,8.86,96.79,7.85,283.56,20.14,184
Crystal Lake,8/12/2019,3:30 PM,1,25.81,8.9,95.49,7.77,283.59,18.05,184
Crystal Lake,8/12/2019,3:30 PM,1.5,25.65,8.95,90.78,7.41,283.85,22.72,184.6
Crystal Lake,8/12/2019,3:30 PM,2,25.56,8.96,89.26,7.29,283.98,19.15,185
Crystal Lake,8/12/2019,3:30 PM,2.5,25.52,8.96,87,7.11,284.09,17.4,185
Crystal Lake,8/12/2019,3:30 PM,3,25.5,8.96,85.36,6.98,284.16,18.81,185
Crystal Lake,8/12/2019,3:30 PM,3.5,25.49,8.96,83.79,6.85,284.31,16.14,185
Crystal Lake,8/12/2019,3:30 PM,4,25.12,8.75,53.61,4.41,290.21,9.39,188.6
Crystal Lake,8/12/2019,3:30 PM,4.5,24.57,8.55,23.71,1.97,301.58,7.8,196.13
Diamond Lake,8/6/2019,8:07 AM,0,26.5,8.15,100.19,8.1,263.73,7.67,171.44
Diamond Lake,8/6/2019,8:07 AM,0.5,26.68,8.26,98.29,7.87,264.21,10.93,172
Diamond Lake,8/6/2019,8:07 AM,1,26.75,8.29,97.5,7.8,264.57,11.51,172
Diamond Lake,8/6/2019,8:07 AM,1.5,26.78,8.31,96.99,7.75,264.94,11.56,172
Diamond Lake,8/6/2019,8:07 AM,2,26.78,8.33,94.9,7.59,265.35,11.85,172.33
Diamond Lake,8/6/2019,8:07 AM,2.5,26.58,8.11,60.6,4.86,270.84,11.82,176
Diamond Lake,8/6/2019,8:07 AM,3,25.52,7.65,19.6,1.59,294.12,24.66,190.89
Diamond Lake,8/6/2019,8:07 AM,3.5,23.48,7.21,7.73,0.65,326.96,26.64,212.57
Diamond Lake,8/6/2019,8:07 AM,4,21.55,6.98,5.63,0.5,369.36,23.02,240
Diamond Lake,8/6/2019,8:07 AM,4.5,20.6,6.85,4.73,0.43,410.74,23.55,267.14
Diamond Lake,8/6/2019,8:07 AM,5,19.37,6.82,3.84,0.35,444.02,25.74,288.8
Dog Creek Lake,7/23/2019,7:44 AM,0,24.39,7.9,101.77,8.5,487.65,2.6,317
Dog Creek Lake,7/23/2019,7:44 AM,0.5,24.4,7.95,101.54,8.47,489.99,2.59,318.43
Dog Creek Lake,7/23/2019,7:44 AM,1,24.52,7.95,101.52,8.46,492.1,2.48,319.7
Dog Creek Lake,7/23/2019,7:44 AM,1.5,24.61,7.96,100.94,8.39,492.93,2.5,320.29
Dog Creek Lake,7/23/2019,7:44 AM,2,24.53,7.64,68.7,5.71,501.74,2.34,326
Dog Creek Lake,7/23/2019,7:44 AM,2.5,23.86,7.4,27.39,2.3,538.93,1.98,350.09
Dog Creek Lake,7/23/2019,7:44 AM,3,22.46,7.32,9.84,0.85,564.65,2.01,367.08
Dog Creek Lake,7/23/2019,7:44 AM,3.5,21.31,7.28,6.43,0.57,567.94,1.72,369
Dog Creek Lake,7/23/2019,7:44 AM,4,19.43,7.22,4.12,0.38,581.36,2.24,377.92
Dog Creek Lake,7/23/2019,7:44 AM,4.5,17.23,7.11,2.88,0.28,602.03,5.23,391.5
Dog Creek Lake,7/23/2019,7:44 AM,5,15.69,7,2.29,0.23,623.31,8.62,405.08
Dog Creek Lake,7/23/2019,7:44 AM,5.5,13.8,6.83,1.89,0.19,655.93,14.08,426.33
Dog Creek Lake,7/23/2019,7:44 AM,6,13.75,6.8,1.7,0.18,659,20.39,428
Don Williams Lake,7/9/2019,1:58 PM,0,24.32,8.24,117.75,9.84,490.08,11.85,318.5
Don Williams Lake,7/9/2019,1:58 PM,0.5,23.15,8.02,108.39,9.22,500.61,5.57,325.25
Don Williams Lake,7/9/2019,1:58 PM,1,21.57,7.82,85.57,7.52,513.77,3.37,334
Don Williams Lake,7/9/2019,1:58 PM,1.5,20.86,7.73,62.1,5.54,517.31,3.64,336
Don Williams Lake,7/9/2019,1:58 PM,2,20.13,7.6,45.86,4.15,519.69,3.96,337.86
Don Williams Lake,7/9/2019,1:58 PM,2.5,19.37,7.55,27.7,2.54,517.25,4.21,336.33
Don Williams Lake,7/9/2019,1:58 PM,3,18.63,7.53,17.37,1.62,518.58,4.47,337.17
Don Williams Lake,7/9/2019,1:58 PM,3.5,18.07,7.51,12.8,1.21,531.83,4.8,345.86
Don Williams Lake,7/9/2019,1:58 PM,4,16.91,7.5,7.85,0.76,561.18,5.16,365
Don Williams Lake,7/9/2019,1:58 PM,4.5,15.54,7.48,6.15,0.61,591.52,5.15,384.67
Don Williams Lake,7/9/2019,1:58 PM,5,14.38,7.49,4.66,0.47,619.53,4.78,402.57
Don Williams Lake,7/9/2019,1:58 PM,5.5,13.12,7.5,3.07,0.33,642.1,4.28,417.33
Don Williams Lake,7/9/2019,1:58 PM,6,12.69,7.52,2.45,0.26,643.03,3.93,418
Don Williams Lake,7/9/2019,1:58 PM,6.5,11.83,7.54,2,0.22,647.12,3.33,420.5
Don Williams Lake,7/9/2019,1:58 PM,7,11.08,7.55,1.63,0.18,647.37,2.3,420.86
Don Williams Lake,7/9/2019,1:58 PM,7.5,10.88,7.55,1.38,0.15,642.58,1.58,417.63
Don Williams Lake,7/9/2019,1:58 PM,8,10.62,7.54,1.18,0.13,642.86,1.33,418
Don Williams Lake,7/9/2019,1:58 PM,8.5,10.36,7.53,1.04,0.12,644.23,1.19,418.71
Don Williams Lake,7/9/2019,1:58 PM,9,10.13,7.5,0.93,0.1,646.17,1.25,420
Don Williams Lake,7/9/2019,1:58 PM,9.5,9.93,7.47,0.84,0.09,648.03,1.48,421.29
Don Williams Lake,7/9/2019,1:58 PM,10,9.74,7.39,0.74,0.08,650.38,1.81,422.63
Don Williams Lake,7/9/2019,1:58 PM,10.5,9.57,7.36,0.62,0.07,652.46,2.3,424.2
Don Williams Lake,7/9/2019,1:58 PM,11,9.4,7.34,0.54,0.06,655.31,3.17,425.88
Don Williams Lake,7/9/2019,1:58 PM,11.5,9.26,7.23,0.5,0.05,663.73,13.68,431.44
East Lake (Osceola),7/17/2019,10:12 AM,0,28.71,8.58,106.45,8.23,260.58,3.95,169.25
East Lake (Osceola),7/17/2019,10:12 AM,0.5,28.93,8.56,106.83,8.22,259.47,4.01,168.78
East Lake (Osceola),7/17/2019,10:12 AM,1,28.86,8.27,86.74,6.68,261.2,4.6,169.71
East Lake (Osceola),7/17/2019,10:12 AM,1.5,28.61,8.1,66.48,5.15,264.46,4.98,171.88
East Lake (Osceola),7/17/2019,10:12 AM,2,27.62,7.96,38.48,3.01,268.89,4.89,174.9
East Lake (Osceola),7/17/2019,10:12 AM,2.5,24.41,7.65,16.11,1.33,284.34,7.49,184.73
East Lake (Osceola),7/17/2019,10:12 AM,3,20.06,7.15,7.98,0.72,320.19,30.35,208
East Lake (Osceola),7/17/2019,10:12 AM,3.5,16.41,6.76,5.53,0.54,374.88,21.5,243.56
East Lake (Osceola),7/17/2019,10:12 AM,4,15.74,6.68,4.17,0.41,409.33,21.59,266.33
East Okoboji Lake,7/22/2019,9:54 AM,0,25.17,8.05,81.53,6.71,401.77,9.43,261
East Okoboji Lake,7/22/2019,9:54 AM,0.5,25.26,8.04,81.13,6.67,401.22,10.15,260.67
East Okoboji Lake,7/22/2019,9:54 AM,1,25.44,8.04,80.68,6.61,400.07,10.87,260
East Okoboji Lake,7/22/2019,9:54 AM,1.5,25.44,8.03,80.68,6.61,400.16,11.32,260
East Okoboji Lake,7/22/2019,9:54 AM,2,25.44,8.04,80.36,6.58,400.25,11.64,260
East Okoboji Lake,7/22/2019,9:54 AM,2.5,25.44,8.04,79.21,6.49,400.3,11.38,260
East Okoboji Lake,7/22/2019,9:54 AM,3,25.44,8.03,78.25,6.41,400.39,11.26,260
East Okoboji Lake,7/22/2019,9:54 AM,3.5,25.44,8.02,77.93,6.38,400.49,10.68,260
East Okoboji Lake,7/22/2019,9:54 AM,4,25.44,8.03,78.02,6.39,400.5,10.55,260
East Okoboji Lake,7/22/2019,9:54 AM,4.5,25.42,8.04,79.36,6.5,400.57,10.77,260
East Okoboji Lake,7/22/2019,9:54 AM,5,25.38,8.05,81.23,6.66,400.75,10.36,260.33
East Okoboji Lake,7/22/2019,9:54 AM,5.5,25.33,8.06,80.58,6.61,400.86,10.31,261
East Okoboji Lake,7/22/2019,9:54 AM,6,25.33,8.04,77.8,6.38,400.91,10.07,261
East Okoboji Lake,7/22/2019,9:54 AM,6.5,25.33,8.02,71.83,5.89,401.07,11.55,261
Easter Lake,7/16/2019,4:04 PM,0,30.63,8.37,106.59,7.97,367.28,3.66,239
Easter Lake,7/16/2019,4:04 PM,0.5,30.76,8.38,108,8.05,367.31,1.66,238.62
Easter Lake,7/16/2019,4:04 PM,1,29.84,8.4,108.16,8.19,368.61,1.3,239.88
Easter Lake,7/16/2019,4:04 PM,1.5,29.28,8.42,107.94,8.25,367.44,1.39,239
Easter Lake,7/16/2019,4:04 PM,2,29.02,8.41,106.2,8.16,367.38,1.39,239.1
Easter Lake,7/16/2019,4:04 PM,2.5,26.23,7.84,63.66,5.11,444,1.63,288.55
Easter Lake,7/16/2019,4:04 PM,3,23.25,7.46,30.84,2.62,533.05,1.68,346.52
Easter Lake,7/16/2019,4:04 PM,3.5,20.1,7.31,18.48,1.67,682.45,2.29,443.56
Easter Lake,7/16/2019,4:04 PM,4,17.14,7.15,8.31,0.79,838.98,8.21,545.31
Easter Lake,7/16/2019,4:04 PM,4.5,15.69,7.09,3.92,0.39,963.97,10.36,626.56
Easter Lake,7/16/2019,4:04 PM,5,13.87,7.04,1.86,0.19,1202.01,22.55,781.29
Easter Lake,7/16/2019,4:04 PM,5.5,12.3,6.99,1.17,0.13,1370.97,14.21,891.13
Easter Lake,7/16/2019,4:04 PM,6,11.55,6.9,0.89,0.1,1459.6,10.81,948.69
Easter Lake,7/16/2019,4:04 PM,6.5,11.07,6.88,0.74,0.08,1510.58,8.68,981.89
Easter Lake,7/16/2019,4:04 PM,7,10.79,6.85,0.6,0.06,1544.66,10.5,1004
Eldred Sherwood Lake,8/13/2019,8:05 AM,0,24.26,8.05,86.48,7.24,378.45,7.95,246
Eldred Sherwood Lake,8/13/2019,8:05 AM,0.5,24.3,8.13,80.85,6.76,378.64,3.9,246
Eldred Sherwood Lake,8/13/2019,8:05 AM,1,24.34,8.18,72.18,6.03,380.51,3.05,247.33
Eldred Sherwood Lake,8/13/2019,8:05 AM,1.5,24.19,7.95,38.9,3.26,426.74,5.03,277.36
Eldred Sherwood Lake,8/13/2019,8:05 AM,2,22.51,7.51,17.09,1.48,536.04,10.53,348.45
Eldred Sherwood Lake,8/13/2019,8:05 AM,2.5,20.54,7.28,10.44,0.94,617.29,9.06,401.22
Eldred Sherwood Lake,8/13/2019,8:05 AM,3,18.46,7.13,6.72,0.63,664.4,5.01,431.82
Eldred Sherwood Lake,8/13/2019,8:05 AM,3.5,16.34,7.1,5.25,0.51,703.1,2.95,457.09
Eldred Sherwood Lake,8/13/2019,8:05 AM,4,15.17,7.06,3.66,0.37,714.08,3.11,464
Eldred Sherwood Lake,8/13/2019,8:05 AM,4.5,13.2,7,2.62,0.27,746.23,4.72,485.08
Eldred Sherwood Lake,8/13/2019,8:05 AM,5,12.08,6.86,2.02,0.22,776.19,5.94,504.38
Eldred Sherwood Lake,8/13/2019,8:05 AM,5.5,11.19,6.78,1.65,0.18,813.78,6.56,529
Five Island Lake,7/23/2019,2:28 PM,0,27.49,8.7,163.36,12.89,416.2,49.66,270.6
Five Island Lake,7/23/2019,2:28 PM,0.5,25.95,8.53,158.76,12.81,422.9,37.96,274.88
Five Island Lake,7/23/2019,2:28 PM,1,24.97,8.19,108.06,8.92,422.52,28.48,274.6
Five Island Lake,7/23/2019,2:28 PM,1.5,24.69,8.09,83.96,6.97,419.5,28.19,273
Five Island Lake,7/23/2019,2:28 PM,2,24.57,8.06,76,6.33,419.09,30.39,272
Five Island Lake,7/23/2019,2:28 PM,2.5,24.48,8.03,73.42,6.12,418.85,27.33,272
Five Island Lake,7/23/2019,2:28 PM,3,24.44,8,70.94,5.91,419.06,30.1,272.14
Five Island Lake,7/23/2019,2:28 PM,3.5,24.42,7.99,68.49,5.72,420.07,32.05,273
Five Island Lake,7/23/2019,2:28 PM,4,24.35,7.97,66.16,5.53,420.84,30.59,273.67
Five Island Lake,7/23/2019,2:28 PM,4.5,24.31,7.98,66.84,5.59,420.35,29.96,273.08
Five Island Lake,7/23/2019,2:28 PM,5,24.26,8,67.75,5.67,420.61,29.36,273.27
Five Island Lake,7/23/2019,2:28 PM,5.5,24.22,7.99,62.5,5.23,421.9,32.69,274
Fogle Lake S.W.A.,7/30/2019,1:12 PM,0,26.94,8.66,112.12,8.94,212.75,15.39,138
Fogle Lake S.W.A.,7/30/2019,1:12 PM,0.5,26.94,8.65,118.17,9.42,212.88,15.25,138
Fogle Lake S.W.A.,7/30/2019,1:12 PM,1,26.78,8.63,118,9.43,213.26,15.55,138.82
Fogle Lake S.W.A.,7/30/2019,1:12 PM,1.5,26.47,8.61,114.87,9.24,213.95,15.94,139
Fogle Lake S.W.A.,7/30/2019,1:12 PM,2,26.35,8.58,112.41,9.06,213.86,15.99,139
Fogle Lake S.W.A.,7/30/2019,1:12 PM,2.5,26.33,8.57,111.49,8.99,213.74,16.14,139
Fogle Lake S.W.A.,7/30/2019,1:12 PM,3,24.8,8.16,77.33,6.35,222.68,13.71,144.69
Fogle Lake S.W.A.,7/30/2019,1:12 PM,3.5,20.73,7.6,20.21,1.79,257.13,5.42,167.18
Fogle Lake S.W.A.,7/30/2019,1:12 PM,4,18.1,7.38,9.96,0.94,270.82,3.7,175.83
Fogle Lake S.W.A.,7/30/2019,1:12 PM,4.5,16.18,7.27,6.31,0.62,280.92,3.19,182.64
Fogle Lake S.W.A.,7/30/2019,1:12 PM,5,15.15,7.24,4.34,0.43,292.98,3.29,190.31
Fogle Lake S.W.A.,7/30/2019,1:12 PM,5.5,14.42,7.17,3.11,0.32,309.71,4.09,201.39
Fogle Lake S.W.A.,7/30/2019,1:12 PM,6,13.75,7.07,2.22,0.23,330.98,5.07,215.18
Fogle Lake S.W.A.,7/30/2019,1:12 PM,6.5,13.41,6.98,1.65,0.17,351.72,10.14,228.58
George Wyth Lake,8/12/2019,4:15 PM,0,25.31,8.35,114.53,9.41,252.3,1.23,164
George Wyth Lake,8/12/2019,4:15 PM,0.5,26.19,8.56,132.63,10.71,378.58,5.04,246
George Wyth Lake,8/12/2019,4:15 PM,1,26.22,8.57,135.33,10.93,378.7,7.6,246
George Wyth Lake,8/12/2019,4:15 PM,1.5,26.22,8.58,135.88,10.97,378.94,9.66,246
George Wyth Lake,8/12/2019,4:15 PM,2,26.19,8.26,117.33,9.48,380.25,9.55,247
George Wyth Lake,8/12/2019,4:15 PM,2.5,25.69,7.86,56.02,4.54,390.9,8.04,254.17
George Wyth Lake,8/12/2019,4:15 PM,3,23.98,7.64,21.88,1.84,416.5,7.88,270.6
George Wyth Lake,8/12/2019,4:15 PM,3.5,21.89,7.52,12.8,1.11,443.65,8.48,288.25
George Wyth Lake,8/12/2019,4:15 PM,4,19.65,7.35,9.5,0.86,472.33,9.91,307
George Wyth Lake,8/12/2019,4:15 PM,4.5,16.63,7.18,5.97,0.57,515.47,10.72,335
Green Belt Lake,8/12/2019,2:24 PM,0,25.94,8.19,101.78,8.27,372.52,-0.74,242
Green Belt Lake,8/12/2019,2:24 PM,0.5,27,8.35,103.32,8.22,737.86,-0.23,479.8
Green Belt Lake,8/12/2019,2:24 PM,1,27,8.38,103.77,8.25,738.1,0.27,480
Green Belt Lake,8/12/2019,2:24 PM,1.5,27.03,8.39,102.26,8.13,738.34,0.37,480
Green Belt Lake,8/12/2019,2:24 PM,2,27.06,8.26,93.58,7.44,739.28,0.3,480.6
Green Belt Lake,8/12/2019,2:24 PM,2.5,27.01,8.05,77.57,6.17,742.29,0.28,482.43
Green Belt Lake,8/12/2019,2:24 PM,3,26.86,7.8,46.12,3.67,748.35,0.38,486.33
Green Belt Lake,8/12/2019,2:24 PM,3.5,26.47,7.66,16.66,1.33,759.06,1.23,493.29
Green Belt Lake,8/12/2019,2:24 PM,4,24.3,7.52,8.55,0.71,792.15,3.78,515
Green Belt Lake,8/12/2019,2:24 PM,4.5,23.29,7.4,5.72,0.49,802.58,6.5,521.6
Green Belt Lake,8/12/2019,2:24 PM,5,20.53,7.14,4.94,0.44,838.58,8.93,545.2
Green Castle Lake,8/6/2019,12:27 PM,0,26.28,8.95,94.73,7.65,269.13,6.3,175
Green Castle Lake,8/6/2019,12:27 PM,0.5,26.58,9.01,93.46,7.51,267.58,3.37,173.8
Green Castle Lake,8/6/2019,12:27 PM,1,26.98,9.02,86.37,6.88,265.47,1.24,172.33
Green Castle Lake,8/6/2019,12:27 PM,1.5,26.81,8.94,65.62,5.24,265.33,0.77,172.17
Green Castle Lake,8/6/2019,12:27 PM,2,25.22,8.42,23.96,1.95,297.83,2.02,193.75
Green Castle Lake,8/6/2019,12:27 PM,2.5,23.93,7.89,31.53,2.66,395.64,4.99,257.14
Green Castle Lake,8/6/2019,12:27 PM,3,21.26,7.67,62.02,5.46,489.77,16.95,318.33
Green Castle Lake,8/6/2019,12:27 PM,3.5,18.56,7.34,27.58,2.56,516.98,15.84,336
Green Castle Lake,8/6/2019,12:27 PM,4,17.19,7.16,13.5,1.29,517.69,12.09,336.57
Green Castle Lake,8/6/2019,12:27 PM,4.5,15.55,6.99,9.1,0.9,519.84,10,337.88
Green Castle Lake,8/6/2019,12:27 PM,5,14.61,6.93,6.67,0.68,520.73,8.54,338.5
Green Castle Lake,8/6/2019,12:27 PM,5.5,13.46,6.9,4.57,0.48,539.57,8.84,350.83
Green Castle Lake,8/6/2019,12:27 PM,6,12.89,6.87,3.26,0.35,565.25,10.1,367.38
Green Castle Lake,8/6/2019,12:27 PM,6.5,12.14,6.81,2.36,0.25,608.91,12.07,395.67
Green Valley Lake,7/31/2019,9:30 AM,0,24.44,9.21,102.14,8.58,129.82,35.99,84.27
Green Valley Lake,7/31/2019,9:30 AM,0.5,25.33,9.42,103.29,8.48,176.05,50.45,114.09
Green Valley Lake,7/31/2019,9:30 AM,1,25.33,9.42,102.02,8.37,176.39,49.47,115
Green Valley Lake,7/31/2019,9:30 AM,1.5,25.33,9.41,99.91,8.2,176.68,49.61,115
Green Valley Lake,7/31/2019,9:30 AM,2,25.33,9.4,96.39,7.91,176.7,49.53,115
Green Valley Lake,7/31/2019,9:30 AM,2.5,25.33,9.39,92.97,7.63,176.65,49.32,115
Green Valley Lake,7/31/2019,9:30 AM,3,25.33,9.38,90.05,7.39,176.56,48.68,115
Green Valley Lake,7/31/2019,9:30 AM,3.5,25.32,9.35,85.88,7.05,176.54,45.29,115
Green Valley Lake,7/31/2019,9:30 AM,4,25.06,9.11,57.19,4.72,177.52,39.98,115.38
Green Valley Lake,7/31/2019,9:30 AM,4.5,24.79,9.05,38.08,3.16,179.22,38.66,116.46
Green Valley Lake,7/31/2019,9:30 AM,5,24.5,8.86,17.87,1.49,182.43,31.04,118.63
Green Valley Lake,7/31/2019,9:30 AM,5.5,23.06,8.37,8.21,0.7,205.78,23.3,133.79
Green Valley Lake,7/31/2019,9:30 AM,6,21.75,7.96,5.44,0.48,254.8,31.17,165.63
Greenfield Lake,7/31/2019,3:25 PM,0,27,8.57,127.23,10.14,257.9,3.53,168
Greenfield Lake,7/31/2019,3:25 PM,0.5,27.1,8.56,127.71,10.15,257.73,3.69,168
Greenfield Lake,7/31/2019,3:25 PM,1,26.79,8.54,122.97,9.82,258.42,3.94,168
Greenfield Lake,7/31/2019,3:25 PM,1.5,26.37,8.5,117.57,9.46,258.9,4.1,168
Greenfield Lake,7/31/2019,3:25 PM,2,26.06,8.36,106.33,8.61,259.48,3.8,168.78
Greenfield Lake,7/31/2019,3:25 PM,2.5,25.81,8.3,93.99,7.65,260.53,3.41,169.3
Greenfield Lake,7/31/2019,3:25 PM,3,25.7,8.18,86.57,7.06,261.26,3.47,170
Greenfield Lake,7/31/2019,3:25 PM,3.5,25.54,8.05,72.8,5.95,262.5,3.64,170.55
Greenfield Lake,7/31/2019,3:25 PM,4,25.09,7.8,31.38,2.58,267.19,4.24,173.78
Greenfield Lake,7/31/2019,3:25 PM,4.5,21.54,7.55,11.54,1.01,299.89,4.72,194.8
Greenfield Lake,7/31/2019,3:25 PM,5,19.1,7.34,6.42,0.59,340.38,4.75,221
Greenfield Lake,7/31/2019,3:25 PM,5.5,17.24,7.21,4.99,0.48,364.53,4.28,237
Greenfield Lake,7/31/2019,3:25 PM,6,16.76,7.11,3.48,0.34,371.23,9.56,241.38
Hannen Lake,8/7/2019,1:07 PM,0,27.9,8.68,116.23,9.13,169.33,13.57,110.11
Hannen Lake,8/7/2019,1:07 PM,0.5,27.83,8.85,124.44,9.76,250.6,13.35,163
Hannen Lake,8/7/2019,1:07 PM,1,27.6,8.68,97.6,7.69,252.38,12.6,164
Hannen Lake,8/7/2019,1:07 PM,1.5,27.13,8.37,53.83,4.27,257.83,11.3,167.75
Hannen Lake,8/7/2019,1:07 PM,2,26.68,8.19,23.2,1.86,267.15,8.67,173.5
Hannen Lake,8/7/2019,1:07 PM,2.5,25.17,8,14.4,1.18,280.85,6.84,182.5
Hannen Lake,8/7/2019,1:07 PM,3,22.81,7.7,10.43,0.89,331.65,7.07,215.67
Hannen Lake,8/7/2019,1:07 PM,3.5,20.02,7.43,8.75,0.79,403.6,8.53,262.5
Hannen Lake,8/7/2019,1:07 PM,4,17.22,7.26,7.73,0.74,444.07,9.06,288.67
Hannen Lake,8/7/2019,1:07 PM,4.5,16.51,7.09,6.18,0.61,465.27,8.87,302.5
Hannen Lake,8/7/2019,1:07 PM,5,15.41,6.92,4.74,0.47,503.96,9.89,327.4
Hawthorne Lake,8/5/2019,3:45 PM,0,29.83,9.28,178.08,13.5,179.54,11.34,117
Hawthorne Lake,8/5/2019,3:45 PM,0.5,29.74,9.3,183.73,13.94,179.63,11.49,117
Hawthorne Lake,8/5/2019,3:45 PM,1,28,9.29,176.17,13.75,184.6,11.46,119.67
Hawthorne Lake,8/5/2019,3:45 PM,1.5,27.33,8.97,155.13,12.26,186.63,11.94,121
Hawthorne Lake,8/5/2019,3:45 PM,2,26.94,8.78,110.35,8.78,188.33,11.87,122.5
Hawthorne Lake,8/5/2019,3:45 PM,2.5,26.65,8.54,67.67,5.42,191.4,10.71,124.33
Hawthorne Lake,8/5/2019,3:45 PM,3,26.01,8.42,42.23,3.41,197.4,8.74,128.25
Hawthorne Lake,8/5/2019,3:45 PM,3.5,23.83,8.18,27.83,2.34,212.13,5.91,137.75
Hawthorne Lake,8/5/2019,3:45 PM,4,22.22,8.04,18.4,1.59,229.3,3.72,149.25
Hawthorne Lake,8/5/2019,3:45 PM,4.5,20.39,7.83,14.74,1.33,250.04,2.55,162.6
Hawthorne Lake,8/5/2019,3:45 PM,5,17.96,7.61,12.62,1.19,272.84,2.06,177.2
Hawthorne Lake,8/5/2019,3:45 PM,5.5,17.52,7.5,9.17,0.88,278.5,2.06,180.86
Hawthorne Lake,8/5/2019,3:45 PM,6,17.17,7.37,6.75,0.65,282.88,2.23,183.75
Hawthorne Lake,8/5/2019,3:45 PM,6.5,16.63,7.29,6.15,0.6,290.27,2.52,188.67
